f 1m 1f 2m 2f jL0200m jL0200f jL0100m jL0100f jV0200m jV0200f 
1.87186 0.36762 -65.8914 1 -0 0.409941 -70.7513 0.36762 114.109 0.409941 109.249 
1.87617 0.366915 -65.9406 1 -0 0.409147 -70.7894 0.366915 114.059 0.409147 109.211 
1.8805 0.36621 -65.9897 1 -0 0.408355 -70.8274 0.36621 114.01 0.408355 109.173 
1.88484 0.365506 -66.0388 1 -0 0.407563 -70.8654 0.365506 113.961 0.407563 109.135 
1.88919 0.364803 -66.0878 1 -0 0.406773 -70.9033 0.364803 113.912 0.406773 109.097 
1.89355 0.364101 -66.1367 1 -0 0.405983 -70.9411 0.364101 113.863 0.405983 109.059 
1.89792 0.363399 -66.1855 1 -0 0.405194 -70.9789 0.363399 113.815 0.405194 109.021 
1.9023 0.362699 -66.2342 1 -0 0.404407 -71.0167 0.362699 113.766 0.404407 108.983 
1.90669 0.361999 -66.2829 1 -0 0.40362 -71.0544 0.361999 113.717 0.40362 108.946 
1.91109 0.3613 -66.3315 1 -0 0.402834 -71.0921 0.3613 113.669 0.402834 108.908 
1.9155 0.360602 -66.38 1 -0 0.402049 -71.1297 0.360602 113.62 0.402049 108.87 
1.91992 0.359905 -66.4285 1 -0 0.401266 -71.1672 0.359905 113.572 0.401266 108.833 
1.92435 0.359208 -66.4768 1 -0 0.400483 -71.2047 0.359208 113.523 0.400483 108.795 
1.92879 0.358512 -66.5251 1 -0 0.399701 -71.2422 0.358512 113.475 0.399701 108.758 
1.93324 0.357818 -66.5733 1 -0 0.39892 -71.2796 0.357818 113.427 0.39892 108.72 
1.9377 0.357124 -66.6215 1 -0 0.39814 -71.317 0.357124 113.379 0.39814 108.683 
1.94217 0.356431 -66.6695 1 -0 0.397362 -71.3543 0.356431 113.33 0.397362 108.646 
1.94666 0.355738 -66.7175 1 -0 0.396584 -71.3915 0.355738 113.282 0.396584 108.608 
1.95115 0.355047 -66.7654 1 -0 0.395807 -71.4287 0.355047 113.235 0.395807 108.571 
1.95565 0.354356 -66.8133 1 -0 0.395031 -71.4658 0.354356 113.187 0.395031 108.534 
1.96016 0.353667 -66.861 1 -0 0.394256 -71.5029 0.353667 113.139 0.394256 108.497 
1.96469 0.352978 -66.9087 1 -0 0.393482 -71.54 0.352978 113.091 0.393482 108.46 
1.96922 0.35229 -66.9563 1 -0 0.392709 -71.577 0.35229 113.044 0.392709 108.423 
1.97376 0.351603 -67.0038 1 -0 0.391938 -71.6139 0.351603 112.996 0.391938 108.386 
1.97832 0.350916 -67.0513 1 -0 0.391167 -71.6508 0.350916 112.949 0.391167 108.349 
1.98288 0.350231 -67.0987 1 -0 0.390397 -71.6876 0.350231 112.901 0.390397 108.312 
1.98746 0.349546 -67.146 1 -0 0.389628 -71.7244 0.349546 112.854 0.389628 108.276 
1.99205 0.348863 -67.1932 1 -0 0.38886 -71.7611 0.348863 112.807 0.38886 108.239 
1.99664 0.34818 -67.2403 1 -0 0.388094 -71.7978 0.34818 112.76 0.388094 108.202 
2.00125 0.347498 -67.2874 1 -0 0.387328 -71.8344 0.347498 112.713 0.387328 108.166 
2.00587 0.346817 -67.3344 1 -0 0.386563 -71.871 0.346817 112.666 0.386563 108.129 
2.0105 0.346137 -67.3813 1 -0 0.385799 -71.9075 0.346137 112.619 0.385799 108.092 
2.01514 0.345457 -67.4282 1 -0 0.385037 -71.944 0.345457 112.572 0.385037 108.056 
2.01979 0.344779 -67.4749 1 -0 0.384275 -71.9804 0.344779 112.525 0.384275 108.02 
2.02445 0.344101 -67.5216 1 -0 0.383514 -72.0168 0.344101 112.478 0.383514 107.983 
2.02912 0.343424 -67.5683 1 -0 0.382755 -72.0531 0.343424 112.432 0.382755 107.947 
2.0338 0.342748 -67.6148 1 -0 0.381996 -72.0894 0.342748 112.385 0.381996 107.911 
2.03849 0.342073 -67.6613 1 -0 0.381238 -72.1256 0.342073 112.339 0.381238 107.874 
2.0432 0.341399 -67.7077 1 -0 0.380482 -72.1617 0.341399 112.292 0.380482 107.838 
2.04791 0.340726 -67.754 1 -0 0.379726 -72.1978 0.340726 112.246 0.379726 107.802 
2.05264 0.340054 -67.8002 1 -0 0.378972 -72.2339 0.340054 112.2 0.378972 107.766 
2.05737 0.339382 -67.8464 1 -0 0.378218 -72.2699 0.339382 112.154 0.378218 107.73 
2.06212 0.338712 -67.8924 1 -0 0.377466 -72.3058 0.338712 112.108 0.377466 107.694 
2.06688 0.338042 -67.9385 1 -0 0.376714 -72.3417 0.338042 112.062 0.376714 107.658 
2.07165 0.337373 -67.9844 1 -0 0.375964 -72.3775 0.337373 112.016 0.375964 107.622 
2.07643 0.336705 -68.0302 1 -0 0.375215 -72.4133 0.336705 111.97 0.375215 107.587 
2.08122 0.336038 -68.076 1 -0 0.374466 -72.449 0.336038 111.924 0.374466 107.551 
2.08602 0.335372 -68.1217 1 -0 0.373719 -72.4847 0.335372 111.878 0.373719 107.515 
2.09084 0.334707 -68.1674 1 -0 0.372973 -72.5203 0.334707 111.833 0.372973 107.48 
2.09566 0.334043 -68.2129 1 -0 0.372227 -72.5559 0.334043 111.787 0.372227 107.444 
2.1005 0.333379 -68.2584 1 -0 0.371483 -72.5914 0.333379 111.742 0.371483 107.409 
2.10535 0.332717 -68.3038 1 -0 0.37074 -72.6269 0.332717 111.696 0.37074 107.373 
2.1102 0.332055 -68.3491 1 -0 0.369998 -72.6623 0.332055 111.651 0.369998 107.338 
2.11507 0.331395 -68.3944 1 -0 0.369257 -72.6976 0.331395 111.606 0.369257 107.302 
2.11995 0.330735 -68.4395 1 -0 0.368517 -72.7329 0.330735 111.56 0.368517 107.267 
2.12485 0.330076 -68.4846 1 -0 0.367778 -72.7682 0.330076 111.515 0.367778 107.232 
2.12975 0.329418 -68.5296 1 -0 0.36704 -72.8034 0.329418 111.47 0.36704 107.197 
2.13466 0.328761 -68.5746 1 -0 0.366304 -72.8385 0.328761 111.425 0.366304 107.161 
2.13959 0.328105 -68.6195 1 -0 0.365568 -72.8736 0.328105 111.381 0.365568 107.126 
2.14453 0.327449 -68.6643 1 -0 0.364833 -72.9086 0.327449 111.336 0.364833 107.091 
2.14947 0.326795 -68.709 1 -0 0.364099 -72.9436 0.326795 111.291 0.364099 107.056 
2.15443 0.326141 -68.7536 1 -0 0.363367 -72.9786 0.326141 111.246 0.363367 107.021 
2.15941 0.325489 -68.7982 1 -0 0.362635 -73.0134 0.325489 111.202 0.362635 106.987 
2.16439 0.324837 -68.8427 1 -0 0.361905 -73.0482 0.324837 111.157 0.361905 106.952 
2.16938 0.324186 -68.8871 1 -0 0.361175 -73.083 0.324186 111.113 0.361175 106.917 
2.17439 0.323537 -68.9314 1 -0 0.360447 -73.1177 0.323537 111.069 0.360447 106.882 
2.17941 0.322888 -68.9757 1 -0 0.35972 -73.1524 0.322888 111.024 0.35972 106.848 
2.18444 0.32224 -69.0199 1 -0 0.358993 -73.187 0.32224 110.98 0.358993 106.813 
2.18948 0.321593 -69.064 1 -0 0.358268 -73.2215 0.321593 110.936 0.358268 106.778 
2.19453 0.320947 -69.108 1 -0 0.357544 -73.256 0.320947 110.892 0.357544 106.744 
2.19959 0.320301 -69.152 1 -0 0.356821 -73.2905 0.320301 110.848 0.356821 106.71 
2.20467 0.319657 -69.1959 1 -0 0.356099 -73.3249 0.319657 110.804 0.356099 106.675 
2.20976 0.319014 -69.2397 1 -0 0.355378 -73.3592 0.319014 110.76 0.355378 106.641 
2.21486 0.318371 -69.2834 1 -0 0.354658 -73.3935 0.318371 110.717 0.354658 106.607 
2.21997 0.31773 -69.3271 1 -0 0.353939 -73.4277 0.31773 110.673 0.353939 106.572 
2.22509 0.317089 -69.3706 1 -0 0.353221 -73.4619 0.317089 110.629 0.353221 106.538 
2.23022 0.31645 -69.4141 1 -0 0.352505 -73.496 0.31645 110.586 0.352505 106.504 
2.23537 0.315811 -69.4576 1 -0 0.351789 -73.5301 0.315811 110.542 0.351789 106.47 
2.24053 0.315173 -69.5009 1 -0 0.351075 -73.5641 0.315173 110.499 0.351075 106.436 
2.2457 0.314536 -69.5442 1 -0 0.350361 -73.598 0.314536 110.456 0.350361 106.402 
2.25088 0.3139 -69.5874 1 -0 0.349649 -73.6319 0.3139 110.413 0.349649 106.368 
2.25607 0.313265 -69.6305 1 -0 0.348937 -73.6658 0.313265 110.369 0.348937 106.334 
2.26128 0.312631 -69.6736 1 -0 0.348227 -73.6996 0.312631 110.326 0.348227 106.3 
2.2665 0.311998 -69.7166 1 -0 0.347518 -73.7333 0.311998 110.283 0.347518 106.267 
2.27173 0.311366 -69.7595 1 -0 0.34681 -73.767 0.311366 110.241 0.34681 106.233 
2.27697 0.310734 -69.8023 1 -0 0.346103 -73.8007 0.310734 110.198 0.346103 106.199 
2.28222 0.310104 -69.8451 1 -0 0.345397 -73.8342 0.310104 110.155 0.345397 106.166 
2.28749 0.309474 -69.8877 1 -0 0.344692 -73.8678 0.309474 110.112 0.344692 106.132 
2.29277 0.308846 -69.9303 1 -0 0.343988 -73.9012 0.308846 110.07 0.343988 106.099 
2.29806 0.308218 -69.9729 1 -0 0.343285 -73.9346 0.308218 110.027 0.343285 106.065 
2.30336 0.307592 -70.0153 1 -0 0.342584 -73.968 0.307592 109.985 0.342584 106.032 
2.30868 0.306966 -70.0577 1 -0 0.341883 -74.0013 0.306966 109.942 0.341883 105.999 
2.31401 0.306341 -70.1 1 -0 0.341183 -74.0346 0.306341 109.9 0.341183 105.965 
2.31935 0.305718 -70.1422 1 -0 0.340485 -74.0678 0.305718 109.858 0.340485 105.932 
2.3247 0.305095 -70.1844 1 -0 0.339788 -74.1009 0.305095 109.816 0.339788 105.899 
2.33006 0.304473 -70.2265 1 -0 0.339091 -74.134 0.304473 109.774 0.339091 105.866 
2.33544 0.303852 -70.2685 1 -0 0.338396 -74.167 0.303852 109.732 0.338396 105.833 
2.34083 0.303232 -70.3104 1 -0 0.337702 -74.2 0.303232 109.69 0.337702 105.8 
2.34623 0.302613 -70.3523 1 -0 0.337009 -74.2329 0.302613 109.648 0.337009 105.767 
2.35164 0.301994 -70.394 1 -0 0.336317 -74.2658 0.301994 109.606 0.336317 105.734 
2.35707 0.301377 -70.4358 1 -0 0.335626 -74.2986 0.301377 109.564 0.335626 105.701 
2.36251 0.300761 -70.4774 1 -0 0.334936 -74.3314 0.300761 109.523 0.334936 105.669 
2.36796 0.300146 -70.5189 1 -0 0.334248 -74.3641 0.300146 109.481 0.334248 105.636 
2.37342 0.299531 -70.5604 1 -0 0.33356 -74.3968 0.299531 109.44 0.33356 105.603 
2.3789 0.298918 -70.6018 1 -0 0.332873 -74.4294 0.298918 109.398 0.332873 105.571 
2.38439 0.298305 -70.6432 1 -0 0.332188 -74.4619 0.298305 109.357 0.332188 105.538 
2.38989 0.297694 -70.6844 1 -0 0.331503 -74.4944 0.297694 109.316 0.331503 105.506 
2.39541 0.297083 -70.7256 1 -0 0.33082 -74.5269 0.297083 109.274 0.33082 105.473 
2.40093 0.296473 -70.7667 1 -0 0.330138 -74.5592 0.296473 109.233 0.330138 105.441 
2.40648 0.295865 -70.8078 1 -0 0.329457 -74.5916 0.295865 109.192 0.329457 105.408 
2.41203 0.295257 -70.8487 1 -0 0.328777 -74.6239 0.295257 109.151 0.328777 105.376 
2.41759 0.29465 -70.8896 1 -0 0.328098 -74.6561 0.29465 109.11 0.328098 105.344 
2.42317 0.294044 -70.9304 1 -0 0.32742 -74.6882 0.294044 109.07 0.32742 105.312 
2.42876 0.293439 -70.9712 1 -0 0.326743 -74.7204 0.293439 109.029 0.326743 105.28 
2.43437 0.292835 -71.0118 1 -0 0.326067 -74.7524 0.292835 108.988 0.326067 105.248 
2.43999 0.292232 -71.0524 1 -0 0.325393 -74.7844 0.292232 108.948 0.325393 105.216 
2.44562 0.29163 -71.093 1 -0 0.324719 -74.8164 0.29163 108.907 0.324719 105.184 
2.45126 0.291029 -71.1334 1 -0 0.324047 -74.8483 0.291029 108.867 0.324047 105.152 
2.45692 0.290429 -71.1738 1 -0 0.323375 -74.8801 0.290429 108.826 0.323375 105.12 
2.46259 0.28983 -71.2141 1 -0 0.322705 -74.9119 0.28983 108.786 0.322705 105.088 
2.46827 0.289232 -71.2543 1 -0 0.322036 -74.9436 0.289232 108.746 0.322036 105.056 
2.47396 0.288634 -71.2945 1 -0 0.321368 -74.9753 0.288634 108.706 0.321368 105.025 
2.47967 0.288038 -71.3345 1 -0 0.320701 -75.007 0.288038 108.665 0.320701 104.993 
2.48539 0.287442 -71.3745 1 -0 0.320035 -75.0385 0.287442 108.625 0.320035 104.961 
2.49113 0.286848 -71.4145 1 -0 0.31937 -75.0701 0.286848 108.586 0.31937 104.93 
2.49688 0.286254 -71.4543 1 -0 0.318706 -75.1015 0.286254 108.546 0.318706 104.898 
2.50264 0.285662 -71.4941 1 -0 0.318043 -75.1329 0.285662 108.506 0.318043 104.867 
2.50842 0.28507 -71.5338 1 -0 0.317382 -75.1643 0.28507 108.466 0.317382 104.836 
2.5142 0.28448 -71.5735 1 -0 0.316721 -75.1956 0.28448 108.427 0.316721 104.804 
2.52 0.28389 -71.613 1 -0 0.316062 -75.2268 0.28389 108.387 0.316062 104.773 
2.52582 0.283301 -71.6525 1 -0 0.315403 -75.258 0.283301 108.347 0.315403 104.742 
2.53165 0.282713 -71.6919 1 -0 0.314746 -75.2892 0.282713 108.308 0.314746 104.711 
2.53749 0.282127 -71.7313 1 -0 0.31409 -75.3203 0.282127 108.269 0.31409 104.68 
2.54335 0.281541 -71.7706 1 -0 0.313435 -75.3513 0.281541 108.229 0.313435 104.649 
2.54921 0.280956 -71.8098 1 -0 0.312781 -75.3823 0.280956 108.19 0.312781 104.618 
2.5551 0.280372 -71.8489 1 -0 0.312128 -75.4132 0.280372 108.151 0.312128 104.587 
2.56099 0.279789 -71.888 1 -0 0.311476 -75.4441 0.279789 108.112 0.311476 104.556 
2.5669 0.279207 -71.9269 1 -0 0.310825 -75.4749 0.279207 108.073 0.310825 104.525 
2.57283 0.278625 -71.9658 1 -0 0.310176 -75.5057 0.278625 108.034 0.310176 104.494 
2.57876 0.278045 -72.0047 1 -0 0.309527 -75.5364 0.278045 107.995 0.309527 104.464 
2.58471 0.277466 -72.0435 1 -0 0.30888 -75.567 0.277466 107.957 0.30888 104.433 
2.59068 0.276888 -72.0821 1 -0 0.308233 -75.5976 0.276888 107.918 0.308233 104.402 
2.59666 0.27631 -72.1208 1 -0 0.307588 -75.6282 0.27631 107.879 0.307588 104.372 
2.60265 0.275734 -72.1593 1 -0 0.306944 -75.6587 0.275734 107.841 0.306944 104.341 
2.60865 0.275159 -72.1978 1 -0 0.3063 -75.6891 0.275159 107.802 0.3063 104.311 
2.61467 0.274584 -72.2362 1 -0 0.305658 -75.7195 0.274584 107.764 0.305658 104.281 
2.62071 0.274011 -72.2745 1 -0 0.305017 -75.7498 0.274011 107.725 0.305017 104.25 
2.62675 0.273438 -72.3128 1 -0 0.304377 -75.7801 0.273438 107.687 0.304377 104.22 
2.63282 0.272867 -72.351 1 -0 0.303739 -75.8103 0.272867 107.649 0.303739 104.19 
2.63889 0.272296 -72.3891 1 -0 0.303101 -75.8405 0.272296 107.611 0.303101 104.159 
2.64498 0.271726 -72.4272 1 -0 0.302464 -75.8706 0.271726 107.573 0.302464 104.129 
2.65108 0.271158 -72.4651 1 -0 0.301829 -75.9007 0.271158 107.535 0.301829 104.099 
2.6572 0.27059 -72.503 1 -0 0.301194 -75.9307 0.27059 107.497 0.301194 104.069 
2.66333 0.270023 -72.5409 1 -0 0.300561 -75.9607 0.270023 107.459 0.300561 104.039 
2.66948 0.269457 -72.5786 1 -0 0.299928 -75.9906 0.269457 107.421 0.299928 104.009 
2.67564 0.268892 -72.6163 1 -0 0.299297 -76.0204 0.268892 107.384 0.299297 103.98 
2.68181 0.268328 -72.6539 1 -0 0.298667 -76.0502 0.268328 107.346 0.298667 103.95 
2.688 0.267765 -72.6915 1 -0 0.298038 -76.08 0.267765 107.309 0.298038 103.92 
2.6942 0.267203 -72.729 1 -0 0.29741 -76.1097 0.267203 107.271 0.29741 103.89 
2.70042 0.266642 -72.7664 1 -0 0.296783 -76.1393 0.266642 107.234 0.296783 103.861 
2.70665 0.266082 -72.8037 1 -0 0.296157 -76.1689 0.266082 107.196 0.296157 103.831 
2.7129 0.265523 -72.841 1 -0 0.295532 -76.1984 0.265523 107.159 0.295532 103.802 
2.71916 0.264964 -72.8781 1 -0 0.294909 -76.2279 0.264964 107.122 0.294909 103.772 
2.72543 0.264407 -72.9153 1 -0 0.294286 -76.2573 0.264407 107.085 0.294286 103.743 
2.73172 0.263851 -72.9523 1 -0 0.293665 -76.2867 0.263851 107.048 0.293665 103.713 
2.73803 0.263295 -72.9893 1 -0 0.293044 -76.316 0.263295 107.011 0.293044 103.684 
2.74434 0.262741 -73.0262 1 -0 0.292425 -76.3453 0.262741 106.974 0.292425 103.655 
2.75068 0.262187 -73.063 1 -0 0.291807 -76.3745 0.262187 106.937 0.291807 103.625 
2.75702 0.261635 -73.0998 1 -0 0.291189 -76.4037 0.261635 106.9 0.291189 103.596 
2.76339 0.261083 -73.1365 1 -0 0.290573 -76.4328 0.261083 106.863 0.290573 103.567 
2.76976 0.260533 -73.1731 1 -0 0.289958 -76.4618 0.260533 106.827 0.289958 103.538 
2.77615 0.259983 -73.2097 1 -0 0.289344 -76.4908 0.259983 106.79 0.289344 103.509 
2.78256 0.259434 -73.2462 1 -0 0.288731 -76.5198 0.259434 106.754 0.288731 103.48 
2.78898 0.258886 -73.2826 1 -0 0.288119 -76.5487 0.258886 106.717 0.288119 103.451 
2.79542 0.258339 -73.3189 1 -0 0.287509 -76.5775 0.258339 106.681 0.287509 103.422 
2.80187 0.257794 -73.3552 1 -0 0.286899 -76.6063 0.257794 106.645 0.286899 103.394 
2.80833 0.257249 -73.3914 1 -0 0.28629 -76.635 0.257249 106.609 0.28629 103.365 
2.81481 0.256705 -73.4276 1 -0 0.285683 -76.6637 0.256705 106.572 0.285683 103.336 
2.82131 0.256161 -73.4636 1 -0 0.285076 -76.6924 0.256161 106.536 0.285076 103.308 
2.82782 0.255619 -73.4996 1 -0 0.284471 -76.7209 0.255619 106.5 0.284471 103.279 
2.83434 0.255078 -73.5356 1 -0 0.283867 -76.7495 0.255078 106.464 0.283867 103.251 
2.84088 0.254538 -73.5714 1 -0 0.283263 -76.778 0.254538 106.429 0.283263 103.222 
2.84744 0.253999 -73.6072 1 -0 0.282661 -76.8064 0.253999 106.393 0.282661 103.194 
2.85401 0.25346 -73.6429 1 -0 0.28206 -76.8347 0.25346 106.357 0.28206 103.165 
2.8606 0.252923 -73.6786 1 -0 0.28146 -76.8631 0.252923 106.321 0.28146 103.137 
2.8672 0.252386 -73.7142 1 -0 0.280861 -76.8913 0.252386 106.286 0.280861 103.109 
2.87381 0.251851 -73.7497 1 -0 0.280263 -76.9195 0.251851 106.25 0.280263 103.08 
2.88044 0.251316 -73.7851 1 -0 0.279666 -76.9477 0.251316 106.215 0.279666 103.052 
2.88709 0.250783 -73.8205 1 -0 0.279071 -76.9758 0.250783 106.18 0.279071 103.024 
2.89375 0.25025 -73.8558 1 -0 0.278476 -77.0039 0.25025 106.144 0.278476 102.996 
2.90043 0.249718 -73.891 1 -0 0.277882 -77.0319 0.249718 106.109 0.277882 102.968 
2.90712 0.249188 -73.9262 1 -0 0.27729 -77.0598 0.249188 106.074 0.27729 102.94 
2.91383 0.248658 -73.9613 1 -0 0.276698 -77.0877 0.248658 106.039 0.276698 102.912 
2.92056 0.248129 -73.9963 1 -0 0.276108 -77.1156 0.248129 106.004 0.276108 102.884 
2.92729 0.247601 -74.0313 1 -0 0.275518 -77.1434 0.247601 105.969 0.275518 102.857 
2.93405 0.247074 -74.0662 1 -0 0.27493 -77.1711 0.247074 105.934 0.27493 102.829 
2.94082 0.246548 -74.101 1 -0 0.274343 -77.1988 0.246548 105.899 0.274343 102.801 
2.94761 0.246023 -74.1358 1 -0 0.273757 -77.2265 0.246023 105.864 0.273757 102.774 
2.95441 0.245498 -74.1705 1 -0 0.273172 -77.254 0.245498 105.83 0.273172 102.746 
2.96123 0.244975 -74.2051 1 -0 0.272587 -77.2816 0.244975 105.795 0.272587 102.718 
2.96806 0.244453 -74.2397 1 -0 0.272004 -77.3091 0.244453 105.76 0.272004 102.691 
2.97491 0.243931 -74.2741 1 -0 0.271422 -77.3365 0.243931 105.726 0.271422 102.664 
2.98177 0.243411 -74.3086 1 -0 0.270842 -77.3639 0.243411 105.691 0.270842 102.636 
2.98865 0.242891 -74.3429 1 -0 0.270262 -77.3912 0.242891 105.657 0.270262 102.609 
2.99555 0.242373 -74.3772 1 -0 0.269683 -77.4185 0.242373 105.623 0.269683 102.582 
3.00246 0.241855 -74.4114 1 -0 0.269105 -77.4457 0.241855 105.589 0.269105 102.554 
3.00939 0.241338 -74.4456 1 -0 0.268529 -77.4729 0.241338 105.554 0.268529 102.527 
3.01633 0.240823 -74.4796 1 -0 0.267953 -77.5 0.240823 105.52 0.267953 102.5 
3.02329 0.240308 -74.5137 1 -0 0.267378 -77.5271 0.240308 105.486 0.267378 102.473 
3.03027 0.239794 -74.5476 1 -0 0.266805 -77.5541 0.239794 105.452 0.266805 102.446 
3.03726 0.239281 -74.5815 1 -0 0.266232 -77.5811 0.239281 105.419 0.266232 102.419 
3.04427 0.238769 -74.6153 1 -0 0.265661 -77.608 0.238769 105.385 0.265661 102.392 
3.0513 0.238258 -74.649 1 -0 0.265091 -77.6349 0.238258 105.351 0.265091 102.365 
3.05834 0.237747 -74.6827 1 -0 0.264521 -77.6617 0.237747 105.317 0.264521 102.338 
3.0654 0.237238 -74.7163 1 -0 0.263953 -77.6885 0.237238 105.284 0.263953 102.312 
3.07247 0.23673 -74.7499 1 -0 0.263386 -77.7152 0.23673 105.25 0.263386 102.285 
3.07956 0.236222 -74.7834 1 -0 0.26282 -77.7418 0.236222 105.217 0.26282 102.258 
3.08666 0.235716 -74.8168 1 -0 0.262254 -77.7685 0.235716 105.183 0.262254 102.232 
3.09379 0.23521 -74.8501 1 -0 0.26169 -77.795 0.23521 105.15 0.26169 102.205 
3.10093 0.234706 -74.8834 1 -0 0.261127 -77.8215 0.234706 105.117 0.261127 102.178 
3.10808 0.234202 -74.9166 1 -0 0.260565 -77.848 0.234202 105.083 0.260565 102.152 
3.11525 0.233699 -74.9498 1 -0 0.260004 -77.8744 0.233699 105.05 0.260004 102.126 
3.12244 0.233197 -74.9829 1 -0 0.259444 -77.9008 0.233197 105.017 0.259444 102.099 
3.12965 0.232696 -75.0159 1 -0 0.258886 -77.9271 0.232696 104.984 0.258886 102.073 
3.13687 0.232196 -75.0488 1 -0 0.258328 -77.9533 0.232196 104.951 0.258328 102.047 
3.14411 0.231697 -75.0817 1 -0 0.257771 -77.9795 0.231697 104.918 0.257771 102.02 
3.15136 0.231199 -75.1145 1 -0 0.257215 -78.0057 0.231199 104.885 0.257215 101.994 
3.15864 0.230702 -75.1473 1 -0 0.25666 -78.0318 0.230702 104.853 0.25666 101.968 
3.16592 0.230205 -75.18 1 -0 0.256107 -78.0579 0.230205 104.82 0.256107 101.942 
3.17323 0.22971 -75.2126 1 -0 0.255554 -78.0839 0.22971 104.787 0.255554 101.916 
3.18055 0.229215 -75.2451 1 -0 0.255003 -78.1098 0.229215 104.755 0.255003 101.89 
3.18789 0.228722 -75.2776 1 -0 0.254452 -78.1357 0.228722 104.722 0.254452 101.864 
3.19525 0.228229 -75.3101 1 -0 0.253902 -78.1616 0.228229 104.69 0.253902 101.838 
3.20262 0.227737 -75.3424 1 -0 0.253354 -78.1874 0.227737 104.658 0.253354 101.813 
3.21001 0.227247 -75.3747 1 -0 0.252806 -78.2132 0.227247 104.625 0.252806 101.787 
3.21742 0.226757 -75.407 1 -0 0.25226 -78.2389 0.226757 104.593 0.25226 101.761 
3.22484 0.226268 -75.4391 1 -0 0.251715 -78.2645 0.226268 104.561 0.251715 101.735 
3.23228 0.22578 -75.4712 1 -0 0.25117 -78.2901 0.22578 104.529 0.25117 101.71 
3.23974 0.225292 -75.5033 1 -0 0.250627 -78.3157 0.225292 104.497 0.250627 101.684 
3.24722 0.224806 -75.5352 1 -0 0.250084 -78.3412 0.224806 104.465 0.250084 101.659 
3.25471 0.224321 -75.5671 1 -0 0.249543 -78.3667 0.224321 104.433 0.249543 101.633 
3.26222 0.223836 -75.599 1 -0 0.249003 -78.3921 0.223836 104.401 0.249003 101.608 
3.26975 0.223353 -75.6308 1 -0 0.248464 -78.4174 0.223353 104.369 0.248464 101.583 
3.27729 0.22287 -75.6625 1 -0 0.247925 -78.4428 0.22287 104.338 0.247925 101.557 
3.28486 0.222388 -75.6941 1 -0 0.247388 -78.468 0.222388 104.306 0.247388 101.532 
3.29244 0.221908 -75.7257 1 -0 0.246852 -78.4932 0.221908 104.274 0.246852 101.507 
3.30003 0.221428 -75.7572 1 -0 0.246317 -78.5184 0.221428 104.243 0.246317 101.482 
3.30765 0.220949 -75.7887 1 -0 0.245782 -78.5435 0.220949 104.211 0.245782 101.457 
3.31528 0.22047 -75.8201 1 -0 0.245249 -78.5686 0.22047 104.18 0.245249 101.431 
3.32293 0.219993 -75.8514 1 -0 0.244717 -78.5936 0.219993 104.149 0.244717 101.406 
3.3306 0.219517 -75.8827 1 -0 0.244186 -78.6185 0.219517 104.117 0.244186 101.381 
3.33829 0.219042 -75.9139 1 -0 0.243656 -78.6435 0.219042 104.086 0.243656 101.357 
3.34599 0.218567 -75.9451 1 -0 0.243127 -78.6683 0.218567 104.055 0.243127 101.332 
3.35371 0.218093 -75.9761 1 -0 0.242599 -78.6931 0.218093 104.024 0.242599 101.307 
3.36145 0.217621 -76.0072 1 -0 0.242072 -78.7179 0.217621 103.993 0.242072 101.282 
3.36921 0.217149 -76.0381 1 -0 0.241546 -78.7426 0.217149 103.962 0.241546 101.257 
3.37698 0.216678 -76.069 1 -0 0.24102 -78.7673 0.216678 103.931 0.24102 101.233 
3.38477 0.216208 -76.0998 1 -0 0.240496 -78.7919 0.216208 103.9 0.240496 101.208 
3.39258 0.215739 -76.1306 1 -0 0.239973 -78.8165 0.215739 103.869 0.239973 101.183 
3.40041 0.215271 -76.1613 1 -0 0.239451 -78.841 0.215271 103.839 0.239451 101.159 
3.40826 0.214803 -76.1919 1 -0 0.23893 -78.8655 0.214803 103.808 0.23893 101.134 
3.41612 0.214337 -76.2225 1 -0 0.23841 -78.89 0.214337 103.777 0.23841 101.11 
3.42401 0.213871 -76.253 1 -0 0.237891 -78.9143 0.213871 103.747 0.237891 101.086 
3.43191 0.213407 -76.2835 1 -0 0.237373 -78.9387 0.213407 103.717 0.237373 101.061 
3.43983 0.212943 -76.3139 1 -0 0.236856 -78.963 0.212943 103.686 0.236856 101.037 
3.44776 0.21248 -76.3442 1 -0 0.23634 -78.9872 0.21248 103.656 0.23634 101.013 
3.45572 0.212018 -76.3745 1 -0 0.235825 -79.0114 0.212018 103.626 0.235825 100.989 
3.46369 0.211557 -76.4047 1 -0 0.235311 -79.0355 0.211557 103.595 0.235311 100.964 
3.47169 0.211097 -76.4348 1 -0 0.234798 -79.0596 0.211097 103.565 0.234798 100.94 
3.4797 0.210637 -76.4649 1 -0 0.234286 -79.0837 0.210637 103.535 0.234286 100.916 
