f 1m 1f 2m 2f jL0200m jL0200f jL0100m jL0100f jV0200m jV0200f 
34.0826 0.0221129 -88.5921 1 -0 0.0245701 -88.8597 0.0221129 91.4079 0.0245701 91.1403 
34.1612 0.022062 -88.5953 1 -0 0.0245136 -88.8623 0.022062 91.4047 0.0245136 91.1377 
34.2401 0.0220112 -88.5986 1 -0 0.0244572 -88.8649 0.0220112 91.4014 0.0244572 91.1351 
34.3191 0.0219606 -88.6018 1 -0 0.0244009 -88.8675 0.0219606 91.3982 0.0244009 91.1325 
34.3983 0.0219101 -88.605 1 -0 0.0243448 -88.8701 0.0219101 91.395 0.0243448 91.1299 
34.4776 0.0218597 -88.6082 1 -0 0.0242888 -88.8727 0.0218597 91.3918 0.0242888 91.1273 
34.5572 0.0218094 -88.6114 1 -0 0.0242329 -88.8753 0.0218094 91.3886 0.0242329 91.1247 
34.6369 0.0217592 -88.6146 1 -0 0.0241771 -88.8779 0.0217592 91.3854 0.0241771 91.1221 
34.7169 0.0217091 -88.6178 1 -0 0.0241215 -88.8805 0.0217091 91.3822 0.0241215 91.1195 
34.797 0.0216592 -88.621 1 -0 0.024066 -88.8831 0.0216592 91.379 0.024066 91.1169 
34.8773 0.0216093 -88.6242 1 -0 0.0240106 -88.8856 0.0216093 91.3758 0.0240106 91.1144 
34.9578 0.0215596 -88.6273 1 -0 0.0239554 -88.8882 0.0215596 91.3727 0.0239554 91.1118 
35.0384 0.02151 -88.6305 1 -0 0.0239002 -88.8908 0.02151 91.3695 0.0239002 91.1092 
35.1193 0.0214605 -88.6337 1 -0 0.0238453 -88.8933 0.0214605 91.3663 0.0238453 91.1067 
35.2003 0.0214111 -88.6368 1 -0 0.0237904 -88.8959 0.0214111 91.3632 0.0237904 91.1041 
35.2815 0.0213619 -88.6399 1 -0 0.0237356 -88.8984 0.0213619 91.3601 0.0237356 91.1016 
35.363 0.0213127 -88.6431 1 -0 0.023681 -88.9009 0.0213127 91.3569 0.023681 91.0991 
35.4446 0.0212637 -88.6462 1 -0 0.0236265 -88.9035 0.0212637 91.3538 0.0236265 91.0965 
35.5263 0.0212147 -88.6493 1 -0 0.0235722 -88.906 0.0212147 91.3507 0.0235722 91.094 
35.6083 0.0211659 -88.6524 1 -0 0.0235179 -88.9085 0.0211659 91.3476 0.0235179 91.0915 
35.6905 0.0211172 -88.6555 1 -0 0.0234638 -88.911 0.0211172 91.3445 0.0234638 91.089 
35.7729 0.0210686 -88.6586 1 -0 0.0234098 -88.9135 0.0210686 91.3414 0.0234098 91.0865 
35.8554 0.0210202 -88.6617 1 -0 0.023356 -88.916 0.0210202 91.3383 0.023356 91.084 
35.9381 0.0209718 -88.6648 1 -0 0.0233022 -88.9185 0.0209718 91.3352 0.0233022 91.0815 
36.0211 0.0209235 -88.6678 1 -0 0.0232486 -88.921 0.0209235 91.3322 0.0232486 91.079 
36.1042 0.0208754 -88.6709 1 -0 0.0231951 -88.9235 0.0208754 91.3291 0.0231951 91.0765 
36.1875 0.0208274 -88.674 1 -0 0.0231417 -88.926 0.0208274 91.326 0.0231417 91.074 
36.271 0.0207794 -88.677 1 -0 0.0230885 -88.9284 0.0207794 91.323 0.0230885 91.0716 
36.3547 0.0207316 -88.6801 1 -0 0.0230354 -88.9309 0.0207316 91.3199 0.0230354 91.0691 
36.4386 0.0206839 -88.6831 1 -0 0.0229823 -88.9334 0.0206839 91.3169 0.0229823 91.0666 
36.5227 0.0206363 -88.6861 1 -0 0.0229295 -88.9358 0.0206363 91.3139 0.0229295 91.0642 
36.607 0.0205888 -88.6892 1 -0 0.0228767 -88.9383 0.0205888 91.3108 0.0228767 91.0617 
36.6914 0.0205415 -88.6922 1 -0 0.0228241 -88.9407 0.0205415 91.3078 0.0228241 91.0593 
36.7761 0.0204942 -88.6952 1 -0 0.0227715 -88.9431 0.0204942 91.3048 0.0227715 91.0569 
36.861 0.020447 -88.6982 1 -0 0.0227191 -88.9456 0.020447 91.3018 0.0227191 91.0544 
36.946 0.0204 -88.7012 1 -0 0.0226669 -88.948 0.0204 91.2988 0.0226669 91.052 
37.0313 0.020353 -88.7042 1 -0 0.0226147 -88.9504 0.020353 91.2958 0.0226147 91.0496 
37.1167 0.0203062 -88.7072 1 -0 0.0225627 -88.9528 0.0203062 91.2928 0.0225627 91.0472 
37.2024 0.0202595 -88.7101 1 -0 0.0225107 -88.9552 0.0202595 91.2899 0.0225107 91.0448 
37.2882 0.0202129 -88.7131 1 -0 0.0224589 -88.9577 0.0202129 91.2869 0.0224589 91.0423 
37.3743 0.0201664 -88.7161 1 -0 0.0224073 -88.96 0.0201664 91.2839 0.0224073 91.04 
37.4605 0.02012 -88.719 1 -0 0.0223557 -88.9624 0.02012 91.281 0.0223557 91.0376 
37.5469 0.0200737 -88.722 1 -0 0.0223043 -88.9648 0.0200737 91.278 0.0223043 91.0352 
37.6336 0.0200275 -88.7249 1 -0 0.0222529 -88.9672 0.0200275 91.2751 0.0222529 91.0328 
37.7204 0.0199814 -88.7278 1 -0 0.0222017 -88.9696 0.0199814 91.2722 0.0222017 91.0304 
37.8075 0.0199354 -88.7308 1 -0 0.0221506 -88.972 0.0199354 91.2692 0.0221506 91.028 
37.8947 0.0198895 -88.7337 1 -0 0.0220997 -88.9743 0.0198895 91.2663 0.0220997 91.0257 
37.9822 0.0198438 -88.7366 1 -0 0.0220488 -88.9767 0.0198438 91.2634 0.0220488 91.0233 
38.0698 0.0197981 -88.7395 1 -0 0.0219981 -88.979 0.0197981 91.2605 0.0219981 91.021 
38.1576 0.0197525 -88.7424 1 -0 0.0219475 -88.9814 0.0197525 91.2576 0.0219475 91.0186 
38.2457 0.0197071 -88.7453 1 -0 0.0218969 -88.9837 0.0197071 91.2547 0.0218969 91.0163 
38.334 0.0196617 -88.7482 1 -0 0.0218466 -88.9861 0.0196617 91.2518 0.0218466 91.0139 
38.4224 0.0196165 -88.7511 1 -0 0.0217963 -88.9884 0.0196165 91.2489 0.0217963 91.0116 
38.5111 0.0195713 -88.754 1 -0 0.0217461 -88.9907 0.0195713 91.246 0.0217461 91.0093 
38.5999 0.0195263 -88.7568 1 -0 0.0216961 -88.9931 0.0195263 91.2432 0.0216961 91.0069 
38.689 0.0194814 -88.7597 1 -0 0.0216462 -88.9954 0.0194814 91.2403 0.0216462 91.0046 
38.7783 0.0194365 -88.7625 1 -0 0.0215963 -88.9977 0.0194365 91.2375 0.0215963 91.0023 
38.8678 0.0193918 -88.7654 1 -0 0.0215466 -89 0.0193918 91.2346 0.0215466 91 
38.9575 0.0193472 -88.7682 1 -0 0.0214971 -89.0023 0.0193472 91.2318 0.0214971 90.9977 
39.0474 0.0193027 -88.7711 1 -0 0.0214476 -89.0046 0.0193027 91.2289 0.0214476 90.9954 
39.1375 0.0192583 -88.7739 1 -0 0.0213982 -89.0069 0.0192583 91.2261 0.0213982 90.9931 
39.2278 0.0192139 -88.7767 1 -0 0.021349 -89.0092 0.0192139 91.2233 0.021349 90.9908 
39.3183 0.0191697 -88.7795 1 -0 0.0212999 -89.0114 0.0191697 91.2205 0.0212999 90.9886 
39.409 0.0191256 -88.7823 1 -0 0.0212509 -89.0137 0.0191256 91.2177 0.0212509 90.9863 
39.5 0.0190816 -88.7851 1 -0 0.021202 -89.016 0.0190816 91.2149 0.021202 90.984 
39.5911 0.0190377 -88.7879 1 -0 0.0211532 -89.0183 0.0190377 91.2121 0.0211532 90.9817 
39.6825 0.0189939 -88.7907 1 -0 0.0211045 -89.0205 0.0189939 91.2093 0.0211045 90.9795 
39.774 0.0189502 -88.7935 1 -0 0.0210559 -89.0228 0.0189502 91.2065 0.0210559 90.9772 
39.8658 0.0189066 -88.7963 1 -0 0.0210075 -89.025 0.0189066 91.2037 0.0210075 90.975 
39.9578 0.0188631 -88.7991 1 -0 0.0209591 -89.0273 0.0188631 91.2009 0.0209591 90.9727 
40.05 0.0188196 -88.8018 1 -0 0.0209109 -89.0295 0.0188196 91.1982 0.0209109 90.9705 
40.1424 0.0187763 -88.8046 1 -0 0.0208628 -89.0317 0.0187763 91.1954 0.0208628 90.9683 
40.2351 0.0187331 -88.8073 1 -0 0.0208148 -89.034 0.0187331 91.1927 0.0208148 90.966 
40.3279 0.01869 -88.8101 1 -0 0.0207669 -89.0362 0.01869 91.1899 0.0207669 90.9638 
40.421 0.018647 -88.8128 1 -0 0.0207191 -89.0384 0.018647 91.1872 0.0207191 90.9616 
40.5142 0.0186041 -88.8155 1 -0 0.0206714 -89.0406 0.0186041 91.1845 0.0206714 90.9594 
40.6077 0.0185613 -88.8183 1 -0 0.0206238 -89.0428 0.0185613 91.1817 0.0206238 90.9572 
40.7014 0.0185186 -88.821 1 -0 0.0205763 -89.045 0.0185186 91.179 0.0205763 90.955 
40.7953 0.018476 -88.8237 1 -0 0.020529 -89.0472 0.018476 91.1763 0.020529 90.9528 
40.8895 0.0184334 -88.8264 1 -0 0.0204818 -89.0494 0.0184334 91.1736 0.0204818 90.9506 
40.9838 0.018391 -88.8291 1 -0 0.0204346 -89.0516 0.018391 91.1709 0.0204346 90.9484 
41.0784 0.0183487 -88.8318 1 -0 0.0203876 -89.0538 0.0183487 91.1682 0.0203876 90.9462 
41.1732 0.0183065 -88.8345 1 -0 0.0203407 -89.056 0.0183065 91.1655 0.0203407 90.944 
41.2682 0.0182643 -88.8372 1 -0 0.0202939 -89.0581 0.0182643 91.1628 0.0202939 90.9419 
41.3634 0.0182223 -88.8399 1 -0 0.0202472 -89.0603 0.0182223 91.1601 0.0202472 90.9397 
41.4589 0.0181804 -88.8425 1 -0 0.0202006 -89.0625 0.0181804 91.1575 0.0202006 90.9375 
41.5546 0.0181385 -88.8452 1 -0 0.0201541 -89.0646 0.0181385 91.1548 0.0201541 90.9354 
41.6504 0.0180968 -88.8478 1 -0 0.0201077 -89.0668 0.0180968 91.1522 0.0201077 90.9332 
41.7466 0.0180551 -88.8505 1 -0 0.0200614 -89.0689 0.0180551 91.1495 0.0200614 90.9311 
41.8429 0.0180136 -88.8531 1 -0 0.0200153 -89.0711 0.0180136 91.1469 0.0200153 90.9289 
41.9394 0.0179721 -88.8558 1 -0 0.0199692 -89.0732 0.0179721 91.1442 0.0199692 90.9268 
42.0362 0.0179308 -88.8584 1 -0 0.0199232 -89.0753 0.0179308 91.1416 0.0199232 90.9247 
42.1332 0.0178895 -88.861 1 -0 0.0198774 -89.0775 0.0178895 91.139 0.0198774 90.9225 
42.2304 0.0178483 -88.8637 1 -0 0.0198316 -89.0796 0.0178483 91.1363 0.0198316 90.9204 
42.3279 0.0178073 -88.8663 1 -0 0.019786 -89.0817 0.0178073 91.1337 0.019786 90.9183 
42.4256 0.0177663 -88.8689 1 -0 0.0197405 -89.0838 0.0177663 91.1311 0.0197405 90.9162 
42.5235 0.0177254 -88.8715 1 -0 0.019695 -89.0859 0.0177254 91.1285 0.019695 90.9141 
42.6216 0.0176846 -88.8741 1 -0 0.0196497 -89.088 0.0176846 91.1259 0.0196497 90.912 
42.7199 0.0176439 -88.8767 1 -0 0.0196045 -89.0901 0.0176439 91.1233 0.0196045 90.9099 
42.8185 0.0176033 -88.8793 1 -0 0.0195594 -89.0922 0.0176033 91.1207 0.0195594 90.9078 
42.9173 0.0175628 -88.8818 1 -0 0.0195144 -89.0943 0.0175628 91.1182 0.0195144 90.9057 
43.0164 0.0175224 -88.8844 1 -0 0.0194694 -89.0964 0.0175224 91.1156 0.0194694 90.9036 
43.1156 0.0174821 -88.887 1 -0 0.0194246 -89.0985 0.0174821 91.113 0.0194246 90.9015 
43.2151 0.0174418 -88.8895 1 -0 0.0193799 -89.1006 0.0174418 91.1105 0.0193799 90.8994 
43.3148 0.0174017 -88.8921 1 -0 0.0193353 -89.1026 0.0174017 91.1079 0.0193353 90.8974 
43.4148 0.0173616 -88.8947 1 -0 0.0192908 -89.1047 0.0173616 91.1053 0.0192908 90.8953 
43.515 0.0173217 -88.8972 1 -0 0.0192464 -89.1068 0.0173217 91.1028 0.0192464 90.8932 
43.6154 0.0172818 -88.8997 1 -0 0.0192021 -89.1088 0.0172818 91.1003 0.0192021 90.8912 
43.716 0.017242 -88.9023 1 -0 0.019158 -89.1109 0.017242 91.0977 0.019158 90.8891 
43.8169 0.0172024 -88.9048 1 -0 0.0191139 -89.1129 0.0172024 91.0952 0.0191139 90.8871 
43.918 0.0171628 -88.9073 1 -0 0.0190699 -89.115 0.0171628 91.0927 0.0190699 90.885 
44.0194 0.0171233 -88.9098 1 -0 0.019026 -89.117 0.0171233 91.0902 0.019026 90.883 
44.1209 0.0170839 -88.9123 1 -0 0.0189822 -89.119 0.0170839 91.0877 0.0189822 90.881 
44.2227 0.0170445 -88.9148 1 -0 0.0189385 -89.121 0.0170445 91.0852 0.0189385 90.879 
44.3248 0.0170053 -88.9173 1 -0 0.0188949 -89.1231 0.0170053 91.0827 0.0188949 90.8769 
44.4271 0.0169662 -88.9198 1 -0 0.0188514 -89.1251 0.0169662 91.0802 0.0188514 90.8749 
44.5296 0.0169271 -88.9223 1 -0 0.0188081 -89.1271 0.0169271 91.0777 0.0188081 90.8729 
44.6323 0.0168882 -88.9248 1 -0 0.0187648 -89.1291 0.0168882 91.0752 0.0187648 90.8709 
44.7353 0.0168493 -88.9273 1 -0 0.0187216 -89.1311 0.0168493 91.0727 0.0187216 90.8689 
44.8386 0.0168105 -88.9297 1 -0 0.0186785 -89.1331 0.0168105 91.0703 0.0186785 90.8669 
44.942 0.0167718 -88.9322 1 -0 0.0186355 -89.1351 0.0167718 91.0678 0.0186355 90.8649 
45.0457 0.0167333 -88.9347 1 -0 0.0185926 -89.1371 0.0167333 91.0653 0.0185926 90.8629 
45.1497 0.0166947 -88.9371 1 -0 0.0185498 -89.1391 0.0166947 91.0629 0.0185498 90.8609 
45.2539 0.0166563 -88.9396 1 -0 0.0185071 -89.1411 0.0166563 91.0604 0.0185071 90.8589 
45.3583 0.016618 -88.942 1 -0 0.0184645 -89.143 0.016618 91.058 0.0184645 90.857 
45.463 0.0165797 -88.9444 1 -0 0.018422 -89.145 0.0165797 91.0556 0.018422 90.855 
45.5679 0.0165416 -88.9469 1 -0 0.0183796 -89.147 0.0165416 91.0531 0.0183796 90.853 
45.673 0.0165035 -88.9493 1 -0 0.0183373 -89.149 0.0165035 91.0507 0.0183373 90.851 
45.7784 0.0164655 -88.9517 1 -0 0.0182951 -89.1509 0.0164655 91.0483 0.0182951 90.8491 
45.884 0.0164276 -88.9541 1 -0 0.018253 -89.1529 0.0164276 91.0459 0.018253 90.8471 
45.9899 0.0163898 -88.9565 1 -0 0.018211 -89.1548 0.0163898 91.0435 0.018211 90.8452 
46.096 0.0163521 -88.9589 1 -0 0.0181691 -89.1568 0.0163521 91.0411 0.0181691 90.8432 
46.2024 0.0163145 -88.9613 1 -0 0.0181273 -89.1587 0.0163145 91.0387 0.0181273 90.8413 
46.309 0.0162769 -88.9637 1 -0 0.0180856 -89.1606 0.0162769 91.0363 0.0180856 90.8394 
46.4159 0.0162395 -88.9661 1 -0 0.018044 -89.1626 0.0162395 91.0339 0.018044 90.8374 
46.523 0.0162021 -88.9685 1 -0 0.0180024 -89.1645 0.0162021 91.0315 0.0180024 90.8355 
46.6303 0.0161648 -88.9709 1 -0 0.017961 -89.1664 0.0161648 91.0291 0.017961 90.8336 
46.738 0.0161276 -88.9732 1 -0 0.0179197 -89.1683 0.0161276 91.0268 0.0179197 90.8317 
46.8458 0.0160905 -88.9756 1 -0 0.0178784 -89.1703 0.0160905 91.0244 0.0178784 90.8297 
46.9539 0.0160534 -88.978 1 -0 0.0178373 -89.1722 0.0160534 91.022 0.0178373 90.8278 
47.0622 0.0160165 -88.9803 1 -0 0.0177962 -89.1741 0.0160165 91.0197 0.0177962 90.8259 
47.1708 0.0159796 -88.9827 1 -0 0.0177553 -89.176 0.0159796 91.0173 0.0177553 90.824 
47.2797 0.0159429 -88.985 1 -0 0.0177144 -89.1779 0.0159429 91.015 0.0177144 90.8221 
47.3888 0.0159062 -88.9873 1 -0 0.0176736 -89.1798 0.0159062 91.0127 0.0176736 90.8202 
47.4981 0.0158696 -88.9897 1 -0 0.0176329 -89.1816 0.0158696 91.0103 0.0176329 90.8184 
47.6078 0.015833 -88.992 1 -0 0.0175924 -89.1835 0.015833 91.008 0.0175924 90.8165 
47.7176 0.0157966 -88.9943 1 -0 0.0175519 -89.1854 0.0157966 91.0057 0.0175519 90.8146 
47.8277 0.0157602 -88.9966 1 -0 0.0175115 -89.1873 0.0157602 91.0034 0.0175115 90.8127 
47.9381 0.015724 -88.9989 1 -0 0.0174712 -89.1892 0.015724 91.0011 0.0174712 90.8108 
48.0487 0.0156878 -89.0012 1 -0 0.017431 -89.191 0.0156878 90.9988 0.017431 90.809 
48.1596 0.0156517 -89.0035 1 -0 0.0173908 -89.1929 0.0156517 90.9965 0.0173908 90.8071 
48.2707 0.0156156 -89.0058 1 -0 0.0173508 -89.1947 0.0156156 90.9942 0.0173508 90.8053 
48.3821 0.0155797 -89.0081 1 -0 0.0173109 -89.1966 0.0155797 90.9919 0.0173109 90.8034 
48.4937 0.0155438 -89.0104 1 -0 0.017271 -89.1984 0.0155438 90.9896 0.017271 90.8016 
48.6056 0.0155081 -89.0127 1 -0 0.0172313 -89.2003 0.0155081 90.9873 0.0172313 90.7997 
48.7178 0.0154724 -89.0149 1 -0 0.0171916 -89.2021 0.0154724 90.9851 0.0171916 90.7979 
48.8302 0.0154368 -89.0172 1 -0 0.0171521 -89.204 0.0154368 90.9828 0.0171521 90.796 
48.9429 0.0154012 -89.0195 1 -0 0.0171126 -89.2058 0.0154012 90.9805 0.0171126 90.7942 
49.0558 0.0153658 -89.0217 1 -0 0.0170732 -89.2076 0.0153658 90.9783 0.0170732 90.7924 
49.169 0.0153304 -89.024 1 -0 0.0170339 -89.2094 0.0153304 90.976 0.0170339 90.7906 
49.2825 0.0152951 -89.0262 1 -0 0.0169947 -89.2113 0.0152951 90.9738 0.0169947 90.7887 
49.3962 0.0152599 -89.0285 1 -0 0.0169556 -89.2131 0.0152599 90.9715 0.0169556 90.7869 
49.5102 0.0152248 -89.0307 1 -0 0.0169166 -89.2149 0.0152248 90.9693 0.0169166 90.7851 
49.6244 0.0151898 -89.0329 1 -0 0.0168776 -89.2167 0.0151898 90.9671 0.0168776 90.7833 
49.739 0.0151548 -89.0352 1 -0 0.0168388 -89.2185 0.0151548 90.9648 0.0168388 90.7815 
49.8537 0.0151199 -89.0374 1 -0 0.0168 -89.2203 0.0151199 90.9626 0.0168 90.7797 
49.9688 0.0150851 -89.0396 1 -0 0.0167614 -89.2221 0.0150851 90.9604 0.0167614 90.7779 
50.0841 0.0150504 -89.0418 1 -0 0.0167228 -89.2239 0.0150504 90.9582 0.0167228 90.7761 
50.1997 0.0150158 -89.044 1 -0 0.0166843 -89.2257 0.0150158 90.956 0.0166843 90.7743 
50.3155 0.0149812 -89.0462 1 -0 0.0166459 -89.2275 0.0149812 90.9538 0.0166459 90.7725 
50.4316 0.0149467 -89.0484 1 -0 0.0166076 -89.2292 0.0149467 90.9516 0.0166076 90.7708 
50.548 0.0149123 -89.0506 1 -0 0.0165693 -89.231 0.0149123 90.9494 0.0165693 90.769 
50.6646 0.014878 -89.0528 1 -0 0.0165312 -89.2328 0.014878 90.9472 0.0165312 90.7672 
50.7815 0.0148438 -89.055 1 -0 0.0164932 -89.2345 0.0148438 90.945 0.0164932 90.7655 
50.8987 0.0148096 -89.0571 1 -0 0.0164552 -89.2363 0.0148096 90.9429 0.0164552 90.7637 
51.0162 0.0147755 -89.0593 1 -0 0.0164173 -89.2381 0.0147755 90.9407 0.0164173 90.7619 
51.1339 0.0147415 -89.0615 1 -0 0.0163795 -89.2398 0.0147415 90.9385 0.0163795 90.7602 
51.2519 0.0147076 -89.0636 1 -0 0.0163418 -89.2416 0.0147076 90.9364 0.0163418 90.7584 
51.3701 0.0146737 -89.0658 1 -0 0.0163042 -89.2433 0.0146737 90.9342 0.0163042 90.7567 
51.4887 0.01464 -89.068 1 -0 0.0162667 -89.2451 0.01464 90.932 0.0162667 90.7549 
51.6075 0.0146063 -89.0701 1 -0 0.0162293 -89.2468 0.0146063 90.9299 0.0162293 90.7532 
51.7266 0.0145726 -89.0722 1 -0 0.0161919 -89.2485 0.0145726 90.9278 0.0161919 90.7515 
51.8459 0.0145391 -89.0744 1 -0 0.0161546 -89.2503 0.0145391 90.9256 0.0161546 90.7497 
51.9656 0.0145056 -89.0765 1 -0 0.0161175 -89.252 0.0145056 90.9235 0.0161175 90.748 
52.0855 0.0144723 -89.0786 1 -0 0.0160804 -89.2537 0.0144723 90.9214 0.0160804 90.7463 
52.2057 0.0144389 -89.0807 1 -0 0.0160433 -89.2554 0.0144389 90.9193 0.0160433 90.7446 
52.3261 0.0144057 -89.0829 1 -0 0.0160064 -89.2571 0.0144057 90.9171 0.0160064 90.7429 
52.4469 0.0143726 -89.085 1 -0 0.0159696 -89.2588 0.0143726 90.915 0.0159696 90.7412 
52.5679 0.0143395 -89.0871 1 -0 0.0159328 -89.2606 0.0143395 90.9129 0.0159328 90.7394 
52.6892 0.0143065 -89.0892 1 -0 0.0158961 -89.2623 0.0143065 90.9108 0.0158961 90.7377 
52.8108 0.0142735 -89.0913 1 -0 0.0158596 -89.264 0.0142735 90.9087 0.0158596 90.736 
52.9327 0.0142407 -89.0934 1 -0 0.0158231 -89.2656 0.0142407 90.9066 0.0158231 90.7344 
53.0548 0.0142079 -89.0955 1 -0 0.0157866 -89.2673 0.0142079 90.9045 0.0157866 90.7327 
53.1772 0.0141752 -89.0975 1 -0 0.0157503 -89.269 0.0141752 90.9025 0.0157503 90.731 
53.2999 0.0141426 -89.0996 1 -0 0.015714 -89.2707 0.0141426 90.9004 0.015714 90.7293 
53.4229 0.01411 -89.1017 1 -0 0.0156779 -89.2724 0.01411 90.8983 0.0156779 90.7276 
53.5462 0.0140776 -89.1038 1 -0 0.0156418 -89.2741 0.0140776 90.8962 0.0156418 90.7259 
53.6698 0.0140452 -89.1058 1 -0 0.0156058 -89.2757 0.0140452 90.8942 0.0156058 90.7243 
53.7936 0.0140128 -89.1079 1 -0 0.0155699 -89.2774 0.0140128 90.8921 0.0155699 90.7226 
53.9177 0.0139806 -89.1099 1 -0 0.015534 -89.2791 0.0139806 90.8901 0.015534 90.7209 
54.0422 0.0139484 -89.112 1 -0 0.0154983 -89.2807 0.0139484 90.888 0.0154983 90.7193 
54.1669 0.0139163 -89.114 1 -0 0.0154626 -89.2824 0.0139163 90.886 0.0154626 90.7176 
54.2919 0.0138843 -89.1161 1 -0 0.015427 -89.284 0.0138843 90.8839 0.015427 90.716 
54.4171 0.0138523 -89.1181 1 -0 0.0153915 -89.2857 0.0138523 90.8819 0.0153915 90.7143 
54.5427 0.0138204 -89.1201 1 -0 0.0153561 -89.2873 0.0138204 90.8799 0.0153561 90.7127 
54.6686 0.0137886 -89.1222 1 -0 0.0153207 -89.289 0.0137886 90.8778 0.0153207 90.711 
54.7947 0.0137569 -89.1242 1 -0 0.0152855 -89.2906 0.0137569 90.8758 0.0152855 90.7094 
54.9212 0.0137252 -89.1262 1 -0 0.0152503 -89.2922 0.0137252 90.8738 0.0152503 90.7078 
55.0479 0.0136936 -89.1282 1 -0 0.0152152 -89.2939 0.0136936 90.8718 0.0152152 90.7061 
55.1749 0.0136621 -89.1302 1 -0 0.0151802 -89.2955 0.0136621 90.8698 0.0151802 90.7045 
55.3022 0.0136306 -89.1322 1 -0 0.0151452 -89.2971 0.0136306 90.8678 0.0151452 90.7029 
55.4299 0.0135993 -89.1342 1 -0 0.0151104 -89.2987 0.0135993 90.8658 0.0151104 90.7013 
55.5578 0.013568 -89.1362 1 -0 0.0150756 -89.3003 0.013568 90.8638 0.0150756 90.6997 
55.686 0.0135367 -89.1382 1 -0 0.0150409 -89.3019 0.0135367 90.8618 0.0150409 90.6981 
55.8145 0.0135056 -89.1402 1 -0 0.0150063 -89.3036 0.0135056 90.8598 0.0150063 90.6964 
55.9433 0.0134745 -89.1422 1 -0 0.0149717 -89.3052 0.0134745 90.8578 0.0149717 90.6948 
56.0723 0.0134435 -89.1441 1 -0 0.0149373 -89.3068 0.0134435 90.8559 0.0149373 90.6932 
56.2017 0.0134125 -89.1461 1 -0 0.0149029 -89.3084 0.0134125 90.8539 0.0149029 90.6916 
56.3314 0.0133817 -89.1481 1 -0 0.0148686 -89.3099 0.0133817 90.8519 0.0148686 90.6901 
56.4614 0.0133509 -89.15 1 -0 0.0148344 -89.3115 0.0133509 90.85 0.0148344 90.6885 
56.5917 0.0133201 -89.152 1 -0 0.0148002 -89.3131 0.0133201 90.848 0.0148002 90.6869 
56.7223 0.0132895 -89.1539 1 -0 0.0147661 -89.3147 0.0132895 90.8461 0.0147661 90.6853 
56.8532 0.0132589 -89.1559 1 -0 0.0147322 -89.3163 0.0132589 90.8441 0.0147322 90.6837 
56.9844 0.0132284 -89.1578 1 -0 0.0146982 -89.3178 0.0132284 90.8422 0.0146982 90.6822 
57.1159 0.0131979 -89.1598 1 -0 0.0146644 -89.3194 0.0131979 90.8402 0.0146644 90.6806 
57.2477 0.0131675 -89.1617 1 -0 0.0146307 -89.321 0.0131675 90.8383 0.0146307 90.679 
57.3798 0.0131372 -89.1636 1 -0 0.014597 -89.3225 0.0131372 90.8364 0.014597 90.6775 
57.5122 0.013107 -89.1656 1 -0 0.0145634 -89.3241 0.013107 90.8344 0.0145634 90.6759 
57.6449 0.0130768 -89.1675 1 -0 0.0145299 -89.3257 0.0130768 90.8325 0.0145299 90.6743 
57.7779 0.0130467 -89.1694 1 -0 0.0144964 -89.3272 0.0130467 90.8306 0.0144964 90.6728 
57.9112 0.0130167 -89.1713 1 -0 0.0144631 -89.3288 0.0130167 90.8287 0.0144631 90.6712 
58.0449 0.0129867 -89.1732 1 -0 0.0144298 -89.3303 0.0129867 90.8268 0.0144298 90.6697 
58.1788 0.0129568 -89.1751 1 -0 0.0143965 -89.3319 0.0129568 90.8249 0.0143965 90.6681 
58.3131 0.012927 -89.177 1 -0 0.0143634 -89.3334 0.012927 90.823 0.0143634 90.6666 
58.4476 0.0128973 -89.1789 1 -0 0.0143303 -89.3349 0.0128973 90.8211 0.0143303 90.6651 
58.5825 0.0128676 -89.1808 1 -0 0.0142974 -89.3365 0.0128676 90.8192 0.0142974 90.6635 
58.7177 0.012838 -89.1827 1 -0 0.0142645 -89.338 0.012838 90.8173 0.0142645 90.662 
58.8532 0.0128084 -89.1846 1 -0 0.0142316 -89.3395 0.0128084 90.8154 0.0142316 90.6605 
58.989 0.0127789 -89.1864 1 -0 0.0141989 -89.341 0.0127789 90.8136 0.0141989 90.659 
59.1251 0.0127495 -89.1883 1 -0 0.0141662 -89.3425 0.0127495 90.8117 0.0141662 90.6575 
59.2615 0.0127202 -89.1902 1 -0 0.0141336 -89.3441 0.0127202 90.8098 0.0141336 90.6559 
59.3983 0.0126909 -89.192 1 -0 0.014101 -89.3456 0.0126909 90.808 0.014101 90.6544 
59.5353 0.0126617 -89.1939 1 -0 0.0140686 -89.3471 0.0126617 90.8061 0.0140686 90.6529 
59.6727 0.0126325 -89.1958 1 -0 0.0140362 -89.3486 0.0126325 90.8042 0.0140362 90.6514 
59.8104 0.0126035 -89.1976 1 -0 0.0140039 -89.3501 0.0126035 90.8024 0.0140039 90.6499 
59.9484 0.0125744 -89.1995 1 -0 0.0139717 -89.3516 0.0125744 90.8005 0.0139717 90.6484 
60.0868 0.0125455 -89.2013 1 -0 0.0139395 -89.3531 0.0125455 90.7987 0.0139395 90.6469 
60.2254 0.0125166 -89.2031 1 -0 0.0139074 -89.3546 0.0125166 90.7969 0.0139074 90.6454 
60.3644 0.0124878 -89.205 1 -0 0.0138754 -89.356 0.0124878 90.795 0.0138754 90.644 
