f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f jL1m jL1f jL2m jL2f jL11m jL11f jL21m jL21f jVINm jVINf jVINm jVINf 
2.36449 0.264336 -54.0264 0.491805 83.4869 0.879545 16.4661 1 -8.67259e-16 0.518029 99.9569 1 90 0.294371 -57.8772 0.264336 125.974 0.497897 79.6361 0.491805 -96.5131 0.294371 122.123 0.497897 -100.364
2.42013 0.260116 -54.6875 0.491565 83.2465 0.883622 16.2206 1 -2.05895e-15 0.518766 100.082 1 90 0.289642 -58.4501 0.260116 125.312 0.497603 79.484 0.491565 -96.7535 0.289642 121.55 0.497603 -100.516
2.47708 0.255905 -55.342 0.491313 83.0028 0.887606 15.9743 1 5.1881e-16 0.519534 100.212 1 90 0.284925 -59.0183 0.255905 124.658 0.497299 79.3265 0.491313 -96.9972 0.284925 120.982 0.497299 -100.673
2.53536 0.251705 -55.9896 0.491048 82.7555 0.891496 15.7274 1 1.47819e-15 0.520335 100.345 1 90 0.280222 -59.5815 0.251705 124.01 0.496985 79.1635 0.491048 -97.2445 0.280222 120.418 0.496985 -100.836
2.59502 0.247519 -56.63 0.49077 82.5047 0.895292 15.4802 1 -1.29703e-17 0.52117 100.481 1 90 0.275538 -60.1396 0.247519 123.37 0.496659 78.9951 0.49077 -97.4953 0.275538 119.86 0.496659 -101.005
2.65609 0.243351 -57.2633 0.490479 82.2501 0.898992 15.2329 1 1.35872e-14 0.52204 100.622 1 90 0.270875 -60.6924 0.243351 122.737 0.496322 78.821 0.490479 -97.7499 0.270875 119.308 0.496322 -101.179
2.71859 0.239202 -57.8891 0.490173 81.9917 0.902598 14.9857 1 -1.20633e-14 0.522947 100.766 1 90 0.266235 -61.2395 0.239202 122.111 0.495972 78.6413 0.490173 -98.0083 0.266235 118.76 0.495972 -101.359
2.78256 0.235075 -58.5073 0.489852 81.7294 0.906109 14.7389 1 -1.28368e-14 0.523892 100.913 1 90 0.261622 -61.7809 0.235075 121.493 0.495609 78.4558 0.489852 -98.2706 0.261622 118.219 0.495609 -101.544
2.84804 0.230973 -59.1178 0.489515 81.463 0.909524 14.4926 1 9.2643e-16 0.524876 101.064 1 90 0.257038 -62.3163 0.230973 120.882 0.495232 78.2645 0.489515 -98.537 0.257038 117.684 0.495232 -101.736
2.91505 0.226898 -59.7205 0.489163 81.1924 0.912845 14.2471 1 2.21889e-14 0.525902 101.218 1 90 0.252485 -62.8456 0.226898 120.279 0.49484 78.0673 0.489163 -98.8076 0.252485 117.154 0.49484 -101.933
2.98365 0.222852 -60.3153 0.488794 80.9176 0.916072 14.0026 1 -7.61995e-16 0.52697 101.376 1 90 0.247965 -63.3687 0.222852 119.685 0.494433 77.8642 0.488794 -99.0824 0.247965 116.631 0.494433 -102.136
3.05386 0.218837 -60.902 0.488407 80.6383 0.919205 13.7593 1 9.73492e-16 0.528082 101.537 1 90 0.243482 -63.8854 0.218837 119.098 0.49401 77.655 0.488407 -99.3617 0.243482 116.115 0.49401 -102.345
3.12572 0.214855 -61.4807 0.488002 80.3545 0.922245 13.5172 1 -2.07371e-14 0.529241 101.701 1 90 0.239037 -64.3955 0.214855 118.519 0.49357 77.4397 0.488002 -99.6455 0.239037 115.604 0.49357 -102.56
3.19927 0.210908 -62.0511 0.487579 80.0661 0.925194 13.2767 1 -9.18136e-18 0.530447 101.869 1 90 0.234632 -64.899 0.210908 117.949 0.493113 77.2182 0.487579 -99.9339 0.234632 115.101 0.493113 -102.782
3.27455 0.206998 -62.6132 0.487135 79.773 0.928052 13.0377 1 7.87372e-16 0.531702 102.039 1 90 0.230269 -65.3958 0.206998 117.387 0.492637 76.9904 0.487135 -100.227 0.230269 114.604 0.492637 -103.01
3.3516 0.203126 -63.167 0.486672 79.4749 0.93082 12.8006 1 -1.22665e-15 0.533009 102.212 1 90 0.22595 -65.8858 0.203126 116.833 0.492142 76.7562 0.486672 -100.525 0.22595 114.114 0.492142 -103.244
3.43047 0.199294 -63.7125 0.486187 79.1719 0.933501 12.5654 1 1.03665e-15 0.534368 102.388 1 90 0.221676 -66.3688 0.199294 116.287 0.491626 76.5156 0.486187 -100.828 0.221676 113.631 0.491626 -103.484
3.51119 0.195503 -64.2496 0.48568 78.8638 0.936094 12.3323 1 -1.71815e-14 0.535782 102.566 1 90 0.217449 -66.8449 0.195503 115.75 0.491089 76.2685 0.48568 -101.136 0.217449 113.155 0.491089 -103.731
3.59381 0.191755 -64.7782 0.48515 78.5505 0.938603 12.1013 1 7.77916e-17 0.537252 102.747 1 90 0.21327 -67.314 0.191755 115.222 0.49053 76.0148 0.48515 -101.449 0.21327 112.686 0.49053 -103.985
3.67838 0.188051 -65.2984 0.484596 78.2319 0.941028 11.8727 1 -5.32261e-16 0.538781 102.931 1 90 0.209141 -67.776 0.188051 114.702 0.489949 75.7544 0.484596 -101.768 0.209141 112.224 0.489949 -104.246
3.76494 0.184392 -65.8102 0.484017 77.9078 0.943371 11.6464 1 -4.3129e-16 0.54037 103.117 1 90 0.205063 -68.2308 0.184392 114.19 0.489343 75.4872 0.484017 -102.092 0.205063 111.769 0.489343 -104.513
3.85353 0.180779 -66.3136 0.483412 77.5782 0.945633 11.4226 1 -3.79614e-16 0.54202 103.304 1 90 0.201037 -68.6786 0.180779 113.686 0.488712 75.2132 0.483412 -102.422 0.201037 111.321 0.488712 -104.787
3.94421 0.177212 -66.8085 0.482781 77.2429 0.947817 11.2014 1 -6.29242e-16 0.543735 103.494 1 90 0.197063 -69.1192 0.177212 113.192 0.488054 74.9322 0.482781 -102.757 0.197063 110.881 0.488054 -105.068
4.03702 0.173694 -67.295 0.482122 76.9019 0.949925 10.9828 1 1.22676e-14 0.545516 103.685 1 90 0.193143 -69.5527 0.173694 112.705 0.48737 74.6442 0.482122 -103.098 0.193143 110.447 0.48737 -105.356
4.13201 0.170223 -67.7732 0.481434 76.5549 0.951957 10.7669 1 1.23989e-14 0.547365 103.878 1 90 0.189277 -69.979 0.170223 112.227 0.486657 74.3491 0.481434 -103.445 0.189277 110.021 0.486657 -105.651
4.22924 0.166802 -68.243 0.480716 76.202 0.953916 10.5538 1 1.23374e-14 0.549283 104.072 1 90 0.185467 -70.3981 0.166802 111.757 0.485915 74.0469 0.480716 -103.798 0.185467 109.602 0.485915 -105.953
4.32876 0.16343 -68.7045 0.479966 75.843 0.955804 10.3435 1 1.81267e-15 0.551273 104.267 1 90 0.181712 -70.8102 0.16343 111.295 0.485142 73.7374 0.479966 -104.157 0.181712 109.19 0.485142 -106.263
4.43062 0.160108 -69.1578 0.479185 75.4778 0.957623 10.1362 1 -1.06995e-15 0.553336 104.464 1 90 0.178012 -71.2151 0.160108 110.842 0.484337 73.4205 0.479185 -104.522 0.178012 108.785 0.484337 -106.579
4.53488 0.156836 -69.6029 0.47837 75.1063 0.959375 9.93172 1 -2.47518e-16 0.555475 104.66 1 90 0.17437 -71.6129 0.156836 110.397 0.4835 73.0963 0.47837 -104.894 0.17437 108.387 0.4835 -106.904
4.64159 0.153615 -70.0398 0.477521 74.7284 0.961061 9.73023 1 7.14078e-16 0.557691 104.858 1 90 0.170784 -72.0037 0.153615 109.96 0.482627 72.7645 0.477521 -105.272 0.170784 107.996 0.482627 -107.235
4.75081 0.150445 -70.4687 0.476635 74.344 0.962683 9.53173 1 7.50028e-17 0.559986 105.055 1 90 0.167255 -72.3874 0.150445 109.531 0.48172 72.4252 0.476635 -105.656 0.167255 107.613 0.48172 -107.575
4.8626 0.147325 -70.8896 0.475712 73.953 0.964244 9.33625 1 -9.02848e-15 0.562362 105.252 1 90 0.163782 -72.7643 0.147325 109.11 0.480775 72.0784 0.475712 -106.047 0.163782 107.236 0.480775 -107.922
4.97702 0.144257 -71.3026 0.474751 73.5553 0.965744 9.1438 1 -3.39076e-16 0.56482 105.45 1 90 0.160367 -73.1341 0.144257 108.697 0.479792 71.7238 0.474751 -106.445 0.160367 106.866 0.479792 -108.276
5.09414 0.141239 -71.7077 0.47375 73.1509 0.967187 8.95441 1 2.08087e-16 0.567363 105.646 1 90 0.157009 -73.4972 0.141239 108.292 0.478769 71.3614 0.47375 -106.849 0.157009 106.503 0.478769 -108.639
5.21401 0.138273 -72.1051 0.472708 72.7397 0.968574 8.76807 1 8.50712e-15 0.569992 105.841 1 90 0.153708 -73.8534 0.138273 107.895 0.477706 70.9913 0.472708 -107.26 0.153708 106.147 0.477706 -109.009
5.3367 0.135357 -72.4947 0.471624 72.3215 0.969906 8.58481 1 7.64206e-15 0.572708 106.036 1 90 0.150464 -74.2029 0.135357 107.505 0.4766 70.6133 0.471624 -107.678 0.150464 105.797 0.4766 -109.387
5.46228 0.132492 -72.8768 0.470496 71.8964 0.971186 8.40461 1 -4.38569e-16 0.575513 106.229 1 90 0.147276 -74.5458 0.132492 107.123 0.47545 70.2274 0.470496 -108.104 0.147276 105.454 0.47545 -109.773
5.59081 0.129678 -73.2514 0.469322 71.4642 0.972414 8.22747 1 9.05367e-16 0.578409 106.42 1 90 0.144145 -74.882 0.129678 106.749 0.474255 69.8336 0.469322 -108.536 0.144145 105.118 0.474255 -110.166
5.72237 0.126913 -73.6186 0.468102 71.0248 0.973594 8.0534 1 1.39874e-14 0.581396 106.608 1 90 0.141069 -75.2118 0.126913 106.381 0.473013 69.4317 0.468102 -108.975 0.141069 104.788 0.473013 -110.568
5.85702 0.124199 -73.9785 0.466833 70.5783 0.974726 7.88237 1 -6.00819e-17 0.584476 106.795 1 90 0.13805 -75.535 0.124199 106.021 0.471723 69.0218 0.466833 -109.422 0.13805 104.465 0.471723 -110.978
5.99484 0.121534 -74.3312 0.465515 70.1246 0.975813 7.71439 1 1.28917e-14 0.587649 106.979 1 90 0.135086 -75.852 0.121534 105.669 0.470383 68.6038 0.465515 -109.875 0.135086 104.148 0.470383 -111.396
6.13591 0.118919 -74.6768 0.464146 69.6636 0.976855 7.54942 1 -4.40784e-16 0.590918 107.159 1 90 0.132176 -76.1626 0.118919 105.323 0.468992 68.1778 0.464146 -110.336 0.132176 103.837 0.468992 -111.822
6.28029 0.116352 -75.0153 0.462724 69.1953 0.977855 7.38746 1 -6.15979e-16 0.594282 107.336 1 90 0.129322 -76.467 0.116352 104.985 0.467548 67.7436 0.462724 -110.805 0.129322 103.533 0.467548 -112.256
6.42807 0.113834 -75.347 0.461249 68.7197 0.978814 7.22848 1 -1.12456e-14 0.597742 107.51 1 90 0.126521 -76.7653 0.113834 104.653 0.466051 67.3013 0.461249 -111.28 0.126521 103.235 0.466051 -112.699
6.57933 0.111364 -75.6719 0.459718 68.2367 0.979733 7.07246 1 -6.08497e-17 0.601299 107.679 1 90 0.123774 -77.0576 0.111364 104.328 0.464497 66.8509 0.459718 -111.763 0.123774 102.942 0.464497 -113.149
6.73415 0.108941 -75.99 0.45813 67.7463 0.980614 6.91938 1 4.01845e-17 0.604953 107.844 1 90 0.121079 -77.3439 0.108941 104.01 0.462887 66.3924 0.45813 -112.254 0.121079 102.656 0.462887 -113.608
6.89261 0.106565 -76.3016 0.456485 67.2485 0.981458 6.7692 1 1.31048e-16 0.608705 108.004 1 90 0.118437 -77.6244 0.106565 103.698 0.461218 65.9258 0.456485 -112.751 0.118437 102.376 0.461218 -114.074
7.0548 0.104235 -76.6067 0.454779 66.7434 0.982268 6.62191 1 -4.68754e-16 0.612553 108.159 1 90 0.115846 -77.8991 0.104235 103.393 0.45949 65.4511 0.454779 -113.257 0.115846 102.101 0.45949 -114.549
7.22081 0.101951 -76.9055 0.453013 66.2309 0.983043 6.47746 1 -5.22812e-17 0.616498 108.308 1 90 0.113307 -78.1681 0.101951 103.095 0.4577 64.9683 0.453013 -113.769 0.113307 101.832 0.4577 -115.032
7.39072 0.0997128 -77.1979 0.451184 65.7111 0.983786 6.33583 1 1.28372e-16 0.620539 108.452 1 90 0.110818 -78.4316 0.0997128 102.802 0.455847 64.4775 0.451184 -114.289 0.110818 101.568 0.455847 -115.523
7.56463 0.097519 -77.4842 0.449292 65.184 0.984497 6.19699 1 -1.19829e-16 0.624676 108.59 1 90 0.108378 -78.6895 0.097519 102.516 0.453931 63.9787 0.449292 -114.816 0.108378 101.311 0.453931 -116.021
7.74264 0.0953692 -77.7644 0.447335 64.6496 0.985178 6.06089 1 5.27588e-16 0.628908 108.721 1 90 0.105988 -78.942 0.0953692 102.236 0.451949 63.472 0.447335 -115.35 0.105988 101.058 0.451949 -116.528
7.92483 0.0932629 -78.0387 0.445311 64.108 0.98583 5.92751 1 -7.31661e-15 0.633234 108.846 1 90 0.103646 -79.1892 0.0932629 101.961 0.4499 62.9575 0.445311 -115.892 0.103646 100.811 0.4499 -117.042
8.11131 0.0911994 -78.3071 0.443221 63.5593 0.986455 5.7968 1 5.38859e-16 0.637652 108.963 1 90 0.101352 -79.4312 0.0911994 101.693 0.447784 62.4352 0.443221 -116.441 0.101352 100.569 0.447784 -117.565
8.30218 0.0891781 -78.5698 0.441062 63.0035 0.987053 5.66874 1 -2.31235e-16 0.64216 109.074 1 90 0.0991049 -79.6681 0.0891781 101.43 0.445599 61.9053 0.441062 -116.996 0.0991049 100.332 0.445599 -118.095
8.49753 0.0871983 -78.8269 0.438834 62.4408 0.987625 5.54328 1 -4.91711e-16 0.646758 109.176 1 90 0.096904 -79.8999 0.0871983 101.173 0.443344 61.3678 0.438834 -117.559 0.096904 100.1 0.443344 -118.632
8.69749 0.0852595 -79.0784 0.436535 61.8711 0.988172 5.42039 1 -6.26612e-15 0.651442 109.271 1 90 0.0947486 -80.1267 0.0852595 100.922 0.441019 60.8228 0.436535 -118.129 0.0947486 99.8733 0.441019 -119.177
8.90215 0.083361 -79.3245 0.434166 61.2948 0.988696 5.30003 1 1.42332e-16 0.65621 109.358 1 90 0.0926381 -80.3487 0.083361 100.676 0.438621 60.2705 0.434166 -118.705 0.0926381 99.6513 0.438621 -119.729
9.11163 0.0815021 -79.5652 0.431724 60.7117 0.989197 5.18215 1 -3.69958e-16 0.66106 109.437 1 90 0.0905716 -80.5659 0.0815021 100.435 0.436151 59.711 0.431724 -119.288 0.0905716 99.4341 0.436151 -120.289
9.32603 0.0796821 -79.8008 0.42921 60.1222 0.989677 5.06673 1 -5.4379e-15 0.66599 109.507 1 90 0.0885486 -80.7785 0.0796821 100.199 0.433608 59.1445 0.42921 -119.878 0.0885486 99.2215 0.433608 -120.855
9.54548 0.0779005 -80.0312 0.426622 59.5264 0.990136 4.95371 1 -1.84835e-16 0.670995 109.568 1 90 0.0865681 -80.9864 0.0779005 99.9688 0.430991 58.5712 0.426622 -120.474 0.0865681 99.0136 0.430991 -121.429
9.7701 0.0761565 -80.2566 0.423961 58.9243 0.990575 4.84306 1 5.63679e-16 0.676072 109.621 1 90 0.0846295 -81.1898 0.0761565 99.7434 0.4283 57.9911 0.423961 -121.076 0.0846295 98.8102 0.4283 -122.009
10 0.0744495 -80.477 0.421226 58.3163 0.990994 4.73475 1 -5.04731e-16 0.681218 109.664 1 90 0.0827322 -81.3888 0.0744495 99.523 0.425534 57.4045 0.421226 -121.684 0.0827322 98.6112 0.425534 -122.595
10.2353 0.0727789 -80.6926 0.418416 57.7025 0.991396 4.62872 1 4.95746e-15 0.68643 109.699 1 90 0.0808752 -81.5835 0.0727789 99.3074 0.422694 56.8116 0.418416 -122.298 0.0808752 98.4165 0.422694 -123.188
10.4762 0.071144 -80.9035 0.415532 57.083 0.99178 4.52495 1 -4.62295e-15 0.691703 109.724 1 90 0.079058 -81.7739 0.071144 99.0965 0.419778 56.2127 0.415532 -122.917 0.079058 98.2261 0.419778 -123.787
10.7227 0.0695442 -81.1097 0.412574 56.4582 0.992147 4.42338 1 5.37297e-17 0.697032 109.74 1 90 0.0772798 -81.9601 0.0695442 98.8903 0.416787 55.6078 0.412574 -123.542 0.0772798 98.0399 0.416787 -124.392
10.975 0.0679787 -81.3114 0.409542 55.8282 0.992498 4.32399 1 -2.79981e-17 0.702414 109.746 1 90 0.0755399 -82.1422 0.0679787 98.6886 0.413722 54.9974 0.409542 -124.172 0.0755399 97.8578 0.413722 -125.003
11.2332 0.0664471 -81.5086 0.406436 55.1933 0.992833 4.22673 1 -4.00882e-17 0.707843 109.744 1 90 0.0738375 -82.3204 0.0664471 98.4914 0.410582 54.3816 0.406436 -124.807 0.0738375 97.6796 0.410582 -125.618
11.4976 0.0649486 -81.7015 0.403256 54.5537 0.993154 4.13157 1 7.78024e-15 0.713316 109.731 1 90 0.0721721 -82.4946 0.0649486 98.2985 0.407369 53.7606 0.403256 -125.446 0.0721721 97.5054 0.407369 -126.239
11.7681 0.0634827 -81.8901 0.400004 53.9097 0.99346 4.03846 1 1.82185e-16 0.718826 109.709 1 90 0.0705427 -82.6649 0.0634827 98.1099 0.404082 53.1349 0.400004 -126.09 0.0705427 97.3351 0.404082 -126.865
12.045 0.0620486 -82.0745 0.39668 53.2616 0.993753 3.94736 1 6.76399e-15 0.724369 109.678 1 90 0.0689489 -82.8315 0.0620486 97.9255 0.400722 52.5045 0.39668 -126.738 0.0689489 97.1685 0.400722 -127.495
12.3285 0.0606458 -82.2548 0.393286 52.6096 0.994034 3.85825 1 1.40105e-16 0.72994 109.637 1 90 0.0673899 -82.9944 0.0606458 97.7452 0.397291 51.87 0.393286 -127.39 0.0673899 97.0056 0.397291 -128.13
12.6186 0.0592737 -82.431 0.389821 51.9541 0.994301 3.77107 1 -1.04767e-16 0.735533 109.587 1 90 0.0658649 -83.1537 0.0592737 97.569 0.39379 51.2314 0.389821 -128.046 0.0658649 96.8463 0.39379 -128.769
12.9155 0.0579317 -82.6034 0.386288 51.2953 0.994557 3.6858 1 -1.28367e-16 0.741143 109.528 1 90 0.0643734 -83.3094 0.0579317 97.3966 0.390219 50.5893 0.386288 -128.705 0.0643734 96.6906 0.390219 -129.411
13.2194 0.0566191 -82.7719 0.382687 50.6336 0.994802 3.60239 1 -1.64919e-16 0.746764 109.46 1 90 0.0629147 -83.4616 0.0566191 97.2281 0.386581 49.9438 0.382687 -129.366 0.0629147 96.5384 0.386581 -130.056
13.5305 0.0553355 -82.9366 0.379021 49.9693 0.995035 3.52081 1 -2.34794e-16 0.75239 109.382 1 90 0.0614881 -83.6105 0.0553355 97.0634 0.382876 49.2954 0.379021 -130.031 0.0614881 96.3895 0.382876 -130.705
13.8489 0.0540801 -83.0976 0.375292 49.3027 0.995259 3.44103 1 -3.04673e-16 0.758017 109.296 1 90 0.060093 -83.756 0.0540801 96.9024 0.379108 48.6443 0.375292 -130.697 0.060093 96.244 0.379108 -131.356
14.1747 0.0528525 -83.255 0.3715 48.6342 0.995472 3.363 1 5.32556e-17 0.763638 109.201 1 90 0.0587287 -83.8983 0.0528525 96.745 0.375277 47.9909 0.3715 -131.366 0.0587287 96.1017 0.375277 -132.009
14.5083 0.0516521 -83.4089 0.367649 47.9641 0.995676 3.28669 1 -5.9937e-17 0.769247 109.098 1 90 0.0573947 -84.0374 0.0516521 96.5911 0.371385 47.3356 0.367649 -132.036 0.0573947 95.9626 0.371385 -132.664
14.8497 0.0504783 -83.5593 0.36374 47.2927 0.99587 3.21207 1 2.44453e-16 0.77484 108.987 1 90 0.0560902 -84.1734 0.0504783 96.4407 0.367435 46.6787 0.36374 -132.707 0.0560902 95.8266 0.367435 -133.321
15.1991 0.0493306 -83.7064 0.359776 46.6204 0.996056 3.1391 1 1.50843e-16 0.780411 108.867 1 90 0.0548148 -84.3063 0.0493306 96.2936 0.36343 46.0205 0.359776 -133.38 0.0548148 95.6937 0.36343 -133.98
15.5568 0.0482084 -83.8501 0.355759 45.9476 0.996234 3.06776 1 -3.97189e-15 0.785954 108.74 1 90 0.0535677 -84.4363 0.0482084 96.1499 0.359371 45.3615 0.355759 -134.052 0.0535677 95.5637 0.359371 -134.639
15.9228 0.0471112 -83.9906 0.351691 45.2746 0.996404 2.99799 1 -3.77677e-15 0.791464 108.605 1 90 0.0523484 -84.5633 0.0471112 96.0094 0.355261 44.7019 0.351691 -134.725 0.0523484 95.4367 0.355261 -135.298
16.2975 0.0460385 -84.1279 0.347576 44.6017 0.996566 2.92978 1 3.21824e-16 0.796936 108.463 1 90 0.0511563 -84.6874 0.0460385 95.8721 0.351104 44.0422 0.347576 -135.398 0.0511563 95.3126 0.351104 -135.958
16.681 0.0449897 -84.2621 0.343417 43.9294 0.996721 2.86309 1 1.22486e-16 0.802365 108.314 1 90 0.0499909 -84.8088 0.0449897 95.7379 0.346901 43.3827 0.343417 -136.071 0.0499909 95.1912 0.346901 -136.617
17.0735 0.0439645 -84.3933 0.339215 43.2579 0.996869 2.79789 1 -3.01906e-15 0.807745 108.158 1 90 0.0488515 -84.9274 0.0439645 95.6067 0.342657 42.7238 0.339215 -136.742 0.0488515 95.0726 0.342657 -137.276
17.4753 0.0429622 -84.5215 0.334975 42.5877 0.99701 2.73415 1 -4.6867e-16 0.813072 107.996 1 90 0.0477377 -85.0433 0.0429622 95.4785 0.338373 42.0659 0.334975 -137.412 0.0477377 94.9567 0.338373 -137.934
17.8865 0.0419823 -84.6469 0.3307 41.919 0.997145 2.67183 1 -4.39734e-17 0.818342 107.828 1 90 0.0466489 -85.1567 0.0419823 95.3531 0.334053 41.4092 0.3307 -138.081 0.0466489 94.8433 0.334053 -138.591
18.3074 0.0410245 -84.7693 0.326391 41.2523 0.997274 2.61091 1 -1.90769e-16 0.82355 107.654 1 90 0.0455845 -85.2674 0.0410245 95.2307 0.329701 40.7542 0.326391 -138.748 0.0455845 94.7326 0.329701 -139.246
18.7382 0.0400882 -84.889 0.322054 40.5879 0.997397 2.55136 1 3.08337e-15 0.828692 107.474 1 90 0.044544 -85.3757 0.0400882 95.111 0.325318 40.1012 0.322054 -139.412 0.044544 94.6243 0.325318 -139.899
19.1791 0.039173 -85.006 0.31769 39.926 0.997515 2.49314 1 -2.68109e-16 0.833764 107.29 1 90 0.043527 -85.4815 0.039173 94.994 0.32091 39.4506 0.31769 -140.074 0.043527 94.5185 0.32091 -140.549
19.6304 0.0382783 -85.1204 0.313303 39.2671 0.997627 2.43624 1 2.47537e-15 0.838763 107.1 1 90 0.0425329 -85.5849 0.0382783 94.8796 0.316479 38.8026 0.313303 -140.733 0.0425329 94.4151 0.316479 -141.197
20.0923 0.0374039 -85.2321 0.308898 38.6114 0.997735 2.38061 1 2.16689e-15 0.843684 106.906 1 90 0.0415612 -85.6859 0.0374039 94.7679 0.312028 38.1576 0.308898 -141.389 0.0415612 94.3141 0.312028 -141.842
20.5651 0.0365492 -85.3413 0.304476 37.9594 0.997837 2.32624 1 1.98193e-16 0.848526 106.708 1 90 0.0406114 -85.7847 0.0365492 94.6587 0.30756 37.516 0.304476 -142.041 0.0406114 94.2153 0.30756 -142.484
21.049 0.0357137 -85.448 0.300041 37.3112 0.997935 2.27309 1 -4.64627e-17 0.853284 106.507 1 90 0.0396831 -85.8812 0.0357137 94.552 0.30308 36.878 0.300041 -142.689 0.0396831 94.1188 0.30308 -143.122
21.5443 0.0348972 -85.5523 0.295597 36.6672 0.998028 2.22114 1 2.21967e-15 0.857956 106.301 1 90 0.0387757 -85.9755 0.0348972 94.4477 0.298591 36.2439 0.295597 -143.333 0.0387757 94.0245 0.298591 -143.756
22.0513 0.0340991 -85.6542 0.291147 36.0276 0.998118 2.17037 1 2.21269e-15 0.86254 106.093 1 90 0.0378889 -86.0677 0.0340991 94.3458 0.294095 35.6141 0.291147 -143.972 0.0378889 93.9323 0.294095 -144.386
22.5702 0.0333191 -85.7538 0.286694 35.3928 0.998203 2.12074 1 1.94496e-15 0.867034 105.881 1 90 0.0370222 -86.1578 0.0333191 94.2462 0.289597 34.9888 0.286694 -144.607 0.0370222 93.8422 0.289597 -145.011
23.1013 0.0325568 -85.8511 0.282241 34.763 0.998284 2.07224 1 -3.7235e-17 0.871435 105.667 1 90 0.0361751 -86.2458 0.0325568 94.1489 0.285098 34.3683 0.282241 -145.237 0.0361751 93.7542 0.285098 -145.632
23.6449 0.0318117 -85.9462 0.277792 34.1385 0.998362 2.02483 1 -3.02766e-17 0.875743 105.451 1 90 0.0353472 -86.3319 0.0318117 94.0538 0.280604 33.7528 0.277792 -145.862 0.0353472 93.6681 0.280604 -146.247
24.2013 0.0310836 -86.0392 0.273349 33.5195 0.998436 1.9785 1 7.00145e-17 0.879955 105.232 1 90 0.0345381 -86.416 0.0310836 93.9608 0.276116 33.1427 0.273349 -146.481 0.0345381 93.584 0.276116 -146.857
24.7708 0.0303719 -86.13 0.268916 32.9062 0.998507 1.93322 1 -8.55827e-17 0.884071 105.012 1 90 0.0337473 -86.4981 0.0303719 93.87 0.271638 32.5381 0.268916 -147.094 0.0337473 93.5019 0.271638 -147.462
25.3536 0.0296765 -86.2187 0.264496 32.2989 0.998575 1.88897 1 1.26082e-16 0.888089 104.791 1 90 0.0329745 -86.5784 0.0296765 93.7813 0.267173 31.9392 0.264496 -147.701 0.0329745 93.4216 0.267173 -148.061
25.9502 0.0289968 -86.3055 0.260092 31.6977 0.998639 1.84572 1 -2.91372e-15 0.892009 104.569 1 90 0.0322193 -86.6568 0.0289968 93.6945 0.262724 31.3463 0.260092 -148.302 0.0322193 93.3432 0.262724 -148.654
26.5609 0.0283326 -86.3902 0.255706 31.1029 0.998701 1.80345 1 9.84903e-17 0.895832 104.345 1 90 0.0314812 -86.7335 0.0283326 93.6098 0.258293 30.7596 0.255706 -148.897 0.0314812 93.2665 0.258293 -149.24
27.1859 0.0276835 -86.473 0.25134 30.5146 0.99876 1.76214 1 1.62554e-16 0.899555 104.121 1 90 0.0307599 -86.8084 0.0276835 93.527 0.253884 30.1792 0.25134 -149.485 0.0307599 93.1916 0.253884 -149.821
27.8256 0.0270491 -86.5539 0.246999 29.9331 0.998816 1.72178 1 3.60757e-17 0.90318 103.897 1 90 0.0300551 -86.8816 0.0270491 93.4461 0.249498 29.6054 0.246999 -150.067 0.0300551 93.1184 0.249498 -150.395
28.4804 0.0264292 -86.633 0.242684 29.3584 0.99887 1.68233 1 4.45645e-17 0.906706 103.673 1 90 0.0293663 -86.9532 0.0264292 93.367 0.245139 29.0382 0.242684 -150.642 0.0293663 93.0468 0.245139 -150.962
29.1505 0.0258235 -86.7102 0.238398 28.7907 0.998921 1.64378 1 2.41145e-17 0.910134 103.449 1 90 0.0286932 -87.0231 0.0258235 93.2898 0.240809 28.4779 0.238398 -151.209 0.0286932 92.9769 0.240809 -151.522
29.8365 0.0252315 -86.7857 0.234142 28.2301 0.99897 1.6061 1 7.00421e-17 0.913465 103.225 1 90 0.0280354 -87.0914 0.0252315 93.2143 0.23651 27.9245 0.234142 -151.77 0.0280354 92.9086 0.23651 -152.076
30.5386 0.024653 -86.8595 0.229919 27.6768 0.999017 1.56929 1 1.00329e-17 0.916699 103.001 1 90 0.0273926 -87.1581 0.024653 93.1405 0.232245 27.3782 0.229919 -152.323 0.0273926 92.8419 0.232245 -152.622
31.2572 0.0240877 -86.9316 0.225732 27.1308 0.999061 1.53331 1 1.35037e-16 0.919837 102.779 1 90 0.0267645 -87.2233 0.0240877 93.0684 0.228015 26.8391 0.225732 -152.869 0.0267645 92.7767 0.228015 -153.161
31.9927 0.0235353 -87.002 0.221582 26.5923 0.999104 1.49816 1 1.89427e-15 0.92288 102.557 1 90 0.0261507 -87.287 0.0235353 92.998 0.223823 26.3073 0.221582 -153.408 0.0261507 92.713 0.223823 -153.693
32.7455 0.0229955 -87.0708 0.21747 26.0614 0.999144 1.4638 1 -1.44289e-17 0.925829 102.336 1 90 0.0255509 -87.3493 0.0229955 92.9292 0.219669 25.7829 0.21747 -153.939 0.0255509 92.6507 0.219669 -154.217
