f 1m 1f 2m 2f 3m 3f jL1m jL1f jL2m jL2f jV0300m jV0300f 
4835.35 30.0001 0.00157157 2 90 2 90 0.000186516 61.9288 8.30154e-05 -97.5931 3.00009 -179.997
4845.36 30.0001 0.00156832 2 90 2 90 0.000186131 61.9288 8.28439e-05 -97.5931 3.00009 -179.997
4855.37 30.0001 0.00156509 2 90 2 90 0.000185747 61.9288 8.26731e-05 -97.5931 3.00009 -179.997
4865.38 30.0001 0.00156187 2 90 2 90 0.000185365 61.9288 8.2503e-05 -97.5931 3.00009 -179.997
4875.39 30.0001 0.00155866 2 90 2 90 0.000184984 61.9288 8.23337e-05 -97.5931 3.00009 -179.997
4885.4 30.0001 0.00155547 2 90 2 90 0.000184605 61.9288 8.2165e-05 -97.5931 3.00009 -179.997
4895.41 30.0001 0.00155229 2 90 2 90 0.000184228 61.9288 8.1997e-05 -97.5931 3.00009 -179.997
4905.41 30.0001 0.00154912 2 90 2 90 0.000183852 61.9288 8.18297e-05 -97.5931 3.00009 -179.997
4915.42 30.0001 0.00154597 2 90 2 90 0.000183478 61.9288 8.16631e-05 -97.5931 3.00009 -179.997
4925.43 30.0001 0.00154283 2 90 2 90 0.000183105 61.9288 8.14971e-05 -97.5931 3.00009 -179.997
4935.44 30.0001 0.0015397 2 90 2 90 0.000182733 61.9288 8.13318e-05 -97.5931 3.00009 -179.997
4945.45 30.0001 0.00153658 2 90 2 90 0.000182364 61.9288 8.11672e-05 -97.5931 3.00009 -179.997
4955.46 30.0001 0.00153348 2 90 2 90 0.000181995 61.9288 8.10033e-05 -97.5931 3.00009 -179.997
4965.47 30.0001 0.00153039 2 90 2 90 0.000181628 61.9288 8.084e-05 -97.5931 3.00009 -179.997
4975.48 30.0001 0.00152731 2 90 2 90 0.000181263 61.9288 8.06774e-05 -97.5931 3.00009 -179.997
4985.49 30.0001 0.00152424 2 90 2 90 0.000180899 61.9288 8.05154e-05 -97.5931 3.00009 -179.997
4995.5 30.0001 0.00152119 2 90 2 90 0.000180537 61.9288 8.03541e-05 -97.5931 3.00008 -179.997
5005.5 30.0001 0.00151815 2 90 2 90 0.000180176 61.9288 8.01934e-05 -97.5931 3.00008 -179.997
5015.51 30.0001 0.00151512 2 90 2 90 0.000179816 61.9288 8.00334e-05 -97.5931 3.00008 -179.997
5025.52 30.0001 0.0015121 2 90 2 90 0.000179458 61.9288 7.9874e-05 -97.5931 3.00008 -179.997
5035.53 30.0001 0.00150909 2 90 2 90 0.000179101 61.9288 7.97152e-05 -97.5931 3.00008 -179.997
5045.54 30.0001 0.0015061 2 90 2 90 0.000178746 61.9288 7.95571e-05 -97.5931 3.00008 -179.997
5055.55 30.0001 0.00150312 2 90 2 90 0.000178392 61.9288 7.93996e-05 -97.5931 3.00008 -179.997
5065.56 30.0001 0.00150015 2 90 2 90 0.00017804 61.9288 7.92427e-05 -97.5931 3.00008 -179.997
5075.57 30.0001 0.00149719 2 90 2 90 0.000177689 61.9288 7.90864e-05 -97.5931 3.00008 -179.997
5085.58 30.0001 0.00149424 2 90 2 90 0.000177339 61.9288 7.89308e-05 -97.5931 3.00008 -179.997
5095.59 30.0001 0.00149131 2 90 2 90 0.000176991 61.9288 7.87757e-05 -97.5932 3.00008 -179.997
5105.59 30.0001 0.00148838 2 90 2 90 0.000176644 61.9288 7.86213e-05 -97.5932 3.00008 -179.997
5115.6 30.0001 0.00148547 2 90 2 90 0.000176298 61.9288 7.84675e-05 -97.5932 3.00008 -179.997
5125.61 30.0001 0.00148257 2 90 2 90 0.000175954 61.9287 7.83143e-05 -97.5932 3.00008 -179.997
5135.62 30.0001 0.00147968 2 90 2 90 0.000175611 61.9287 7.81616e-05 -97.5932 3.00008 -179.997
5145.63 30.0001 0.0014768 2 90 2 90 0.000175269 61.9287 7.80096e-05 -97.5932 3.00008 -179.997
5155.64 30.0001 0.00147394 2 90 2 90 0.000174929 61.9287 7.78581e-05 -97.5932 3.00008 -179.997
5165.65 30.0001 0.00147108 2 90 2 90 0.00017459 61.9287 7.77073e-05 -97.5932 3.00008 -179.997
5175.66 30.0001 0.00146824 2 90 2 90 0.000174252 61.9287 7.7557e-05 -97.5932 3.00008 -179.997
5185.67 30.0001 0.0014654 2 90 2 90 0.000173916 61.9287 7.74073e-05 -97.5932 3.00008 -179.997
5195.68 30.0001 0.00146258 2 90 2 90 0.000173581 61.9287 7.72582e-05 -97.5932 3.00008 -179.997
5205.68 30.0001 0.00145977 2 90 2 90 0.000173247 61.9287 7.71097e-05 -97.5932 3.00008 -179.997
5215.69 30.0001 0.00145697 2 90 2 90 0.000172915 61.9287 7.69617e-05 -97.5932 3.00008 -179.997
5225.7 30.0001 0.00145418 2 90 2 90 0.000172584 61.9287 7.68143e-05 -97.5932 3.00008 -179.997
5235.71 30.0001 0.0014514 2 90 2 90 0.000172254 61.9287 7.66674e-05 -97.5932 3.00008 -179.997
5245.72 30.0001 0.00144863 2 90 2 90 0.000171925 61.9287 7.65211e-05 -97.5932 3.00008 -179.997
5255.73 30.0001 0.00144587 2 90 2 90 0.000171598 61.9287 7.63754e-05 -97.5932 3.00008 -179.997
5265.74 30.0001 0.00144312 2 90 2 90 0.000171271 61.9287 7.62302e-05 -97.5932 3.00008 -179.997
5275.75 30.0001 0.00144038 2 90 2 90 0.000170947 61.9287 7.60856e-05 -97.5932 3.00008 -179.997
5285.76 30.0001 0.00143765 2 90 2 90 0.000170623 61.9287 7.59415e-05 -97.5932 3.00008 -179.997
5295.77 30.0001 0.00143494 2 90 2 90 0.0001703 61.9287 7.5798e-05 -97.5932 3.00008 -179.997
5305.77 30.0001 0.00143223 2 90 2 90 0.000169979 61.9287 7.5655e-05 -97.5932 3.00008 -179.997
5315.78 30.0001 0.00142953 2 90 2 90 0.000169659 61.9287 7.55126e-05 -97.5932 3.00008 -179.997
5325.79 30.0001 0.00142685 2 90 2 90 0.00016934 61.9287 7.53707e-05 -97.5932 3.00008 -179.997
5335.8 30.0001 0.00142417 2 90 2 90 0.000169023 61.9287 7.52293e-05 -97.5932 3.00008 -179.997
5345.81 30.0001 0.0014215 2 90 2 90 0.000168706 61.9287 7.50884e-05 -97.5932 3.00008 -179.997
5355.82 30.0001 0.00141885 2 90 2 90 0.000168391 61.9287 7.49481e-05 -97.5932 3.00008 -179.997
5365.83 30.0001 0.0014162 2 90 2 90 0.000168077 61.9287 7.48083e-05 -97.5932 3.00008 -179.997
5375.84 30.0001 0.00141356 2 90 2 90 0.000167764 61.9287 7.4669e-05 -97.5932 3.00008 -179.997
5385.85 30.0001 0.00141094 2 90 2 90 0.000167452 61.9287 7.45303e-05 -97.5932 3.00008 -179.997
5395.86 30.0001 0.00140832 2 90 2 90 0.000167141 61.9287 7.4392e-05 -97.5932 3.00008 -179.997
5405.86 30.0001 0.00140571 2 90 2 90 0.000166832 61.9287 7.42543e-05 -97.5932 3.00008 -179.997
5415.87 30.0001 0.00140311 2 90 2 90 0.000166524 61.9287 7.4117e-05 -97.5932 3.00008 -179.997
5425.88 30.0001 0.00140053 2 90 2 90 0.000166216 61.9287 7.39803e-05 -97.5932 3.00008 -179.997
5435.89 30.0001 0.00139795 2 90 2 90 0.00016591 61.9287 7.38441e-05 -97.5932 3.00008 -179.997
5445.9 30.0001 0.00139538 2 90 2 90 0.000165606 61.9287 7.37084e-05 -97.5932 3.00008 -179.997
5455.91 30.0001 0.00139282 2 90 2 90 0.000165302 61.9287 7.35732e-05 -97.5933 3.00008 -179.997
5465.92 30.0001 0.00139027 2 90 2 90 0.000164999 61.9287 7.34384e-05 -97.5933 3.00008 -179.997
5475.93 30.0001 0.00138773 2 90 2 90 0.000164697 61.9287 7.33042e-05 -97.5933 3.00008 -179.997
5485.94 30.0001 0.00138519 2 90 2 90 0.000164397 61.9287 7.31705e-05 -97.5933 3.00008 -179.997
5495.95 30.0001 0.00138267 2 90 2 90 0.000164098 61.9287 7.30372e-05 -97.5933 3.00008 -179.997
5505.95 30.0001 0.00138016 2 90 2 90 0.000163799 61.9287 7.29044e-05 -97.5933 3.00008 -179.997
5515.96 30.0001 0.00137765 2 90 2 90 0.000163502 61.9287 7.27721e-05 -97.5933 3.00008 -179.997
5525.97 30.0001 0.00137516 2 90 2 90 0.000163206 61.9287 7.26403e-05 -97.5933 3.00008 -179.997
5535.98 30.0001 0.00137267 2 90 2 90 0.000162911 61.9287 7.2509e-05 -97.5933 3.00008 -179.997
5545.99 30.0001 0.00137019 2 90 2 90 0.000162617 61.9287 7.23781e-05 -97.5933 3.00008 -179.997
5556 30.0001 0.00136773 2 90 2 90 0.000162324 61.9287 7.22478e-05 -97.5933 3.00008 -179.997
5566.01 30.0001 0.00136527 2 90 2 90 0.000162032 61.9287 7.21178e-05 -97.5933 3.00008 -179.997
5576.02 30.0001 0.00136282 2 90 2 90 0.000161741 61.9286 7.19884e-05 -97.5933 3.00008 -179.997
5586.03 30.0001 0.00136037 2 90 2 90 0.000161451 61.9286 7.18594e-05 -97.5933 3.00008 -179.997
5596.04 30.0001 0.00135794 2 90 2 90 0.000161163 61.9286 7.17309e-05 -97.5933 3.00008 -179.997
5606.05 30.0001 0.00135552 2 90 2 90 0.000160875 61.9286 7.16028e-05 -97.5933 3.00008 -179.997
5616.05 30.0001 0.0013531 2 90 2 90 0.000160588 61.9286 7.14752e-05 -97.5933 3.00008 -179.997
5626.06 30.0001 0.00135069 2 90 2 90 0.000160302 61.9286 7.1348e-05 -97.5933 3.00008 -179.997
5636.07 30.0001 0.0013483 2 90 2 90 0.000160018 61.9286 7.12213e-05 -97.5933 3.00008 -179.997
5646.08 30.0001 0.00134591 2 90 2 90 0.000159734 61.9286 7.10951e-05 -97.5933 3.00008 -179.997
5656.09 30.0001 0.00134352 2 90 2 90 0.000159451 61.9286 7.09693e-05 -97.5933 3.00008 -179.997
5666.1 30.0001 0.00134115 2 90 2 90 0.00015917 61.9286 7.08439e-05 -97.5933 3.00007 -179.997
5676.11 30.0001 0.00133879 2 90 2 90 0.000158889 61.9286 7.0719e-05 -97.5933 3.00007 -179.997
5686.12 30.0001 0.00133643 2 90 2 90 0.000158609 61.9286 7.05945e-05 -97.5933 3.00007 -179.997
5696.13 30.0001 0.00133408 2 90 2 90 0.000158331 61.9286 7.04704e-05 -97.5933 3.00007 -179.997
5706.14 30.0001 0.00133174 2 90 2 90 0.000158053 61.9286 7.03468e-05 -97.5933 3.00007 -179.997
5716.14 30.0001 0.00132941 2 90 2 90 0.000157776 61.9286 7.02237e-05 -97.5933 3.00007 -179.997
5726.15 30.0001 0.00132708 2 90 2 90 0.0001575 61.9286 7.01009e-05 -97.5933 3.00007 -179.997
5736.16 30.0001 0.00132477 2 90 2 90 0.000157226 61.9286 6.99786e-05 -97.5933 3.00007 -179.997
5746.17 30.0001 0.00132246 2 90 2 90 0.000156952 61.9286 6.98567e-05 -97.5933 3.00007 -179.997
5756.18 30.0001 0.00132016 2 90 2 90 0.000156679 61.9286 6.97352e-05 -97.5933 3.00007 -179.997
5766.19 30.0001 0.00131787 2 90 2 90 0.000156407 61.9286 6.96142e-05 -97.5933 3.00007 -179.997
5776.2 30.0001 0.00131559 2 90 2 90 0.000156136 61.9286 6.94936e-05 -97.5933 3.00007 -179.997
5786.21 30.0001 0.00131331 2 90 2 90 0.000155866 61.9286 6.93733e-05 -97.5933 3.00007 -179.997
5796.22 30.0001 0.00131104 2 90 2 90 0.000155597 61.9286 6.92536e-05 -97.5933 3.00007 -179.997
5806.23 30.0001 0.00130878 2 90 2 90 0.000155328 61.9286 6.91342e-05 -97.5933 3.00007 -179.997
5816.23 30.0001 0.00130653 2 90 2 90 0.000155061 61.9286 6.90152e-05 -97.5933 3.00007 -179.997
5826.24 30.0001 0.00130429 2 90 2 90 0.000154795 61.9286 6.88966e-05 -97.5933 3.00007 -179.997
5836.25 30.0001 0.00130205 2 90 2 90 0.000154529 61.9286 6.87785e-05 -97.5933 3.00007 -179.997
5846.26 30.0001 0.00129982 2 90 2 90 0.000154265 61.9286 6.86607e-05 -97.5933 3.00007 -179.997
5856.27 30.0001 0.0012976 2 90 2 90 0.000154001 61.9286 6.85434e-05 -97.5933 3.00007 -179.997
5866.28 30.0001 0.00129538 2 90 2 90 0.000153738 61.9286 6.84264e-05 -97.5933 3.00007 -179.997
5876.29 30.0001 0.00129318 2 90 2 90 0.000153476 61.9286 6.83099e-05 -97.5934 3.00007 -179.997
5886.3 30.0001 0.00129098 2 90 2 90 0.000153215 61.9286 6.81937e-05 -97.5934 3.00007 -179.997
5896.31 30.0001 0.00128879 2 90 2 90 0.000152955 61.9286 6.8078e-05 -97.5934 3.00007 -179.997
5906.32 30.0001 0.0012866 2 90 2 90 0.000152696 61.9286 6.79626e-05 -97.5934 3.00007 -179.997
5916.32 30.0001 0.00128443 2 90 2 90 0.000152438 61.9286 6.78476e-05 -97.5934 3.00007 -179.997
5926.33 30.0001 0.00128226 2 90 2 90 0.00015218 61.9286 6.7733e-05 -97.5934 3.00007 -179.997
5936.34 30.0001 0.0012801 2 90 2 90 0.000151924 61.9286 6.76188e-05 -97.5934 3.00007 -179.997
5946.35 30.0001 0.00127794 2 90 2 90 0.000151668 61.9286 6.7505e-05 -97.5934 3.00007 -179.997
5956.36 30.0001 0.00127579 2 90 2 90 0.000151413 61.9286 6.73916e-05 -97.5934 3.00007 -179.997
5966.37 30.0001 0.00127365 2 90 2 90 0.000151159 61.9286 6.72785e-05 -97.5934 3.00007 -179.997
5976.38 30.0001 0.00127152 2 90 2 90 0.000150906 61.9286 6.71659e-05 -97.5934 3.00007 -179.997
5986.39 30.0001 0.00126939 2 90 2 90 0.000150654 61.9286 6.70536e-05 -97.5934 3.00007 -179.997
5996.4 30.0001 0.00126728 2 90 2 90 0.000150402 61.9286 6.69416e-05 -97.5934 3.00007 -179.997
6006.41 30.0001 0.00126516 2 90 2 90 0.000150152 61.9286 6.68301e-05 -97.5934 3.00007 -179.997
6016.41 30.0001 0.00126306 2 90 2 90 0.000149902 61.9286 6.67189e-05 -97.5934 3.00007 -179.997
6026.42 30.0001 0.00126096 2 90 2 90 0.000149653 61.9286 6.66081e-05 -97.5934 3.00007 -179.997
6036.43 30.0001 0.00125887 2 90 2 90 0.000149405 61.9286 6.64976e-05 -97.5934 3.00007 -179.997
6046.44 30.0001 0.00125679 2 90 2 90 0.000149157 61.9286 6.63876e-05 -97.5934 3.00007 -179.997
6056.45 30.0001 0.00125471 2 90 2 90 0.000148911 61.9286 6.62779e-05 -97.5934 3.00007 -179.997
6066.46 30.0001 0.00125264 2 90 2 90 0.000148665 61.9286 6.61685e-05 -97.5934 3.00007 -179.997
6076.47 30.0001 0.00125058 2 90 2 90 0.00014842 61.9286 6.60595e-05 -97.5934 3.00007 -179.997
6086.48 30.0001 0.00124852 2 90 2 90 0.000148176 61.9286 6.59509e-05 -97.5934 3.00007 -179.998
6096.49 30.0001 0.00124647 2 90 2 90 0.000147933 61.9286 6.58426e-05 -97.5934 3.00007 -179.998
6106.5 30.0001 0.00124443 2 90 2 90 0.000147691 61.9286 6.57347e-05 -97.5934 3.00007 -179.998
6116.5 30.0001 0.00124239 2 90 2 90 0.000147449 61.9285 6.56271e-05 -97.5934 3.00007 -179.998
6126.51 30.0001 0.00124036 2 90 2 90 0.000147208 61.9285 6.55199e-05 -97.5934 3.00007 -179.998
6136.52 30.0001 0.00123834 2 90 2 90 0.000146968 61.9285 6.5413e-05 -97.5934 3.00007 -179.998
6146.53 30.0001 0.00123632 2 90 2 90 0.000146729 61.9285 6.53065e-05 -97.5934 3.00007 -179.998
6156.54 30.0001 0.00123431 2 90 2 90 0.00014649 61.9285 6.52003e-05 -97.5934 3.00007 -179.998
6166.55 30.0001 0.00123231 2 90 2 90 0.000146252 61.9285 6.50945e-05 -97.5934 3.00007 -179.998
6176.56 30.0001 0.00123031 2 90 2 90 0.000146015 61.9285 6.4989e-05 -97.5934 3.00007 -179.998
6186.57 30.0001 0.00122832 2 90 2 90 0.000145779 61.9285 6.48839e-05 -97.5934 3.00007 -179.998
6196.58 30.0001 0.00122634 2 90 2 90 0.000145544 61.9285 6.47791e-05 -97.5934 3.00007 -179.998
6206.59 30.0001 0.00122436 2 90 2 90 0.000145309 61.9285 6.46746e-05 -97.5934 3.00007 -179.998
6216.59 30.0001 0.00122239 2 90 2 90 0.000145075 61.9285 6.45705e-05 -97.5934 3.00007 -179.998
6226.6 30.0001 0.00122042 2 90 2 90 0.000144842 61.9285 6.44667e-05 -97.5934 3.00007 -179.998
6236.61 30.0001 0.00121846 2 90 2 90 0.000144609 61.9285 6.43632e-05 -97.5934 3.00007 -179.998
6246.62 30.0001 0.00121651 2 90 2 90 0.000144378 61.9285 6.42601e-05 -97.5934 3.00007 -179.998
6256.63 30.0001 0.00121457 2 90 2 90 0.000144147 61.9285 6.41573e-05 -97.5934 3.00007 -179.998
6266.64 30.0001 0.00121263 2 90 2 90 0.000143916 61.9285 6.40548e-05 -97.5934 3.00007 -179.998
6276.65 30.0001 0.00121069 2 90 2 90 0.000143687 61.9285 6.39527e-05 -97.5934 3.00007 -179.998
6286.66 30.0001 0.00120876 2 90 2 90 0.000143458 61.9285 6.38509e-05 -97.5934 3.00007 -179.998
6296.67 30.0001 0.00120684 2 90 2 90 0.00014323 61.9285 6.37494e-05 -97.5934 3.00007 -179.998
6306.68 30.0001 0.00120493 2 90 2 90 0.000143003 61.9285 6.36482e-05 -97.5934 3.00007 -179.998
6316.68 30.0001 0.00120302 2 90 2 90 0.000142776 61.9285 6.35473e-05 -97.5934 3.00007 -179.998
6326.69 30.0001 0.00120112 2 90 2 90 0.00014255 61.9285 6.34468e-05 -97.5934 3.00007 -179.998
6336.7 30.0001 0.00119922 2 90 2 90 0.000142325 61.9285 6.33466e-05 -97.5934 3.00007 -179.998
6346.71 30.0001 0.00119733 2 90 2 90 0.000142101 61.9285 6.32467e-05 -97.5934 3.00007 -179.998
6356.72 30.0001 0.00119544 2 90 2 90 0.000141877 61.9285 6.31471e-05 -97.5934 3.00007 -179.998
6366.73 30.0001 0.00119356 2 90 2 90 0.000141654 61.9285 6.30478e-05 -97.5934 3.00007 -179.998
6376.74 30.0001 0.00119169 2 90 2 90 0.000141432 61.9285 6.29489e-05 -97.5935 3.00007 -179.998
6386.75 30.0001 0.00118982 2 90 2 90 0.00014121 61.9285 6.28502e-05 -97.5935 3.00007 -179.998
6396.76 30.0001 0.00118796 2 90 2 90 0.000140989 61.9285 6.27519e-05 -97.5935 3.00007 -179.998
6406.77 30.0001 0.0011861 2 90 2 90 0.000140769 61.9285 6.26539e-05 -97.5935 3.00007 -179.998
6416.77 30.0001 0.00118425 2 90 2 90 0.000140549 61.9285 6.25561e-05 -97.5935 3.00007 -179.998
6426.78 30.0001 0.00118241 2 90 2 90 0.00014033 61.9285 6.24587e-05 -97.5935 3.00007 -179.998
6436.79 30.0001 0.00118057 2 90 2 90 0.000140112 61.9285 6.23616e-05 -97.5935 3.00007 -179.998
6446.8 30.0001 0.00117874 2 90 2 90 0.000139895 61.9285 6.22648e-05 -97.5935 3.00007 -179.998
6456.81 30.0001 0.00117691 2 90 2 90 0.000139678 61.9285 6.21682e-05 -97.5935 3.00007 -179.998
6466.82 30.0001 0.00117509 2 90 2 90 0.000139461 61.9285 6.2072e-05 -97.5935 3.00007 -179.998
6476.83 30.0001 0.00117327 2 90 2 90 0.000139246 61.9285 6.19761e-05 -97.5935 3.00007 -179.998
6486.84 30.0001 0.00117146 2 90 2 90 0.000139031 61.9285 6.18805e-05 -97.5935 3.00007 -179.998
6496.85 30.0001 0.00116966 2 90 2 90 0.000138817 61.9285 6.17851e-05 -97.5935 3.00007 -179.998
6506.86 30.0001 0.00116786 2 90 2 90 0.000138603 61.9285 6.16901e-05 -97.5935 3.00007 -179.998
6516.86 30.0001 0.00116607 2 90 2 90 0.000138391 61.9285 6.15953e-05 -97.5935 3.00007 -179.998
6526.87 30.0001 0.00116428 2 90 2 90 0.000138178 61.9285 6.15009e-05 -97.5935 3.00007 -179.998
6536.88 30.0001 0.00116249 2 90 2 90 0.000137967 61.9285 6.14067e-05 -97.5935 3.00006 -179.998
6546.89 30.0001 0.00116072 2 90 2 90 0.000137756 61.9285 6.13128e-05 -97.5935 3.00006 -179.998
6556.9 30.0001 0.00115895 2 90 2 90 0.000137546 61.9285 6.12192e-05 -97.5935 3.00006 -179.998
6566.91 30.0001 0.00115718 2 90 2 90 0.000137336 61.9285 6.11259e-05 -97.5935 3.00006 -179.998
6576.92 30.0001 0.00115542 2 90 2 90 0.000137127 61.9285 6.10329e-05 -97.5935 3.00006 -179.998
6586.93 30.0001 0.00115366 2 90 2 90 0.000136919 61.9285 6.09402e-05 -97.5935 3.00006 -179.998
6596.94 30.0001 0.00115191 2 90 2 90 0.000136711 61.9285 6.08477e-05 -97.5935 3.00006 -179.998
6606.95 30.0001 0.00115017 2 90 2 90 0.000136504 61.9285 6.07555e-05 -97.5935 3.00006 -179.998
6616.95 30.0001 0.00114843 2 90 2 90 0.000136297 61.9285 6.06636e-05 -97.5935 3.00006 -179.998
6626.96 30.0001 0.00114669 2 90 2 90 0.000136091 61.9285 6.0572e-05 -97.5935 3.00006 -179.998
6636.97 30.0001 0.00114496 2 90 2 90 0.000135886 61.9285 6.04807e-05 -97.5935 3.00006 -179.998
6646.98 30.0001 0.00114324 2 90 2 90 0.000135681 61.9285 6.03896e-05 -97.5935 3.00006 -179.998
6656.99 30.0001 0.00114152 2 90 2 90 0.000135477 61.9285 6.02988e-05 -97.5935 3.00006 -179.998
6667 30.0001 0.00113981 2 90 2 90 0.000135274 61.9285 6.02083e-05 -97.5935 3.00006 -179.998
6677.01 30.0001 0.0011381 2 90 2 90 0.000135071 61.9285 6.0118e-05 -97.5935 3.00006 -179.998
6687.02 30.0001 0.00113639 2 90 2 90 0.000134869 61.9285 6.0028e-05 -97.5935 3.00006 -179.998
6697.03 30.0001 0.0011347 2 90 2 90 0.000134668 61.9285 5.99383e-05 -97.5935 3.00006 -179.998
6707.04 30.0001 0.001133 2 90 2 90 0.000134467 61.9285 5.98489e-05 -97.5935 3.00006 -179.998
6717.05 30.0001 0.00113131 2 90 2 90 0.000134266 61.9285 5.97597e-05 -97.5935 3.00006 -179.998
6727.05 30.0001 0.00112963 2 90 2 90 0.000134066 61.9285 5.96708e-05 -97.5935 3.00006 -179.998
6737.06 30.0001 0.00112795 2 90 2 90 0.000133867 61.9285 5.95821e-05 -97.5935 3.00006 -179.998
6747.07 30.0001 0.00112628 2 90 2 90 0.000133669 61.9285 5.94937e-05 -97.5935 3.00006 -179.998
6757.08 30.0001 0.00112461 2 90 2 90 0.000133471 61.9285 5.94056e-05 -97.5935 3.00006 -179.998
6767.09 30.0001 0.00112295 2 90 2 90 0.000133273 61.9284 5.93177e-05 -97.5935 3.00006 -179.998
6777.1 30.0001 0.00112129 2 90 2 90 0.000133076 61.9284 5.92301e-05 -97.5935 3.00006 -179.998
6787.11 30.0001 0.00111964 2 90 2 90 0.00013288 61.9284 5.91428e-05 -97.5935 3.00006 -179.998
6797.12 30.0001 0.00111799 2 90 2 90 0.000132685 61.9284 5.90557e-05 -97.5935 3.00006 -179.998
6807.13 30.0001 0.00111634 2 90 2 90 0.000132489 61.9284 5.89689e-05 -97.5935 3.00006 -179.998
6817.14 30.0001 0.0011147 2 90 2 90 0.000132295 61.9284 5.88823e-05 -97.5935 3.00006 -179.998
6827.14 30.0001 0.00111307 2 90 2 90 0.000132101 61.9284 5.8796e-05 -97.5935 3.00006 -179.998
6837.15 30.0001 0.00111144 2 90 2 90 0.000131908 61.9284 5.87099e-05 -97.5935 3.00006 -179.998
6847.16 30.0001 0.00110982 2 90 2 90 0.000131715 61.9284 5.86241e-05 -97.5935 3.00006 -179.998
6857.17 30.0001 0.0011082 2 90 2 90 0.000131523 61.9284 5.85385e-05 -97.5935 3.00006 -179.998
6867.18 30.0001 0.00110658 2 90 2 90 0.000131331 61.9284 5.84532e-05 -97.5935 3.00006 -179.998
6877.19 30.0001 0.00110497 2 90 2 90 0.00013114 61.9284 5.83681e-05 -97.5935 3.00006 -179.998
6887.2 30.0001 0.00110336 2 90 2 90 0.000130949 61.9284 5.82833e-05 -97.5935 3.00006 -179.998
6897.21 30.0001 0.00110176 2 90 2 90 0.000130759 61.9284 5.81987e-05 -97.5935 3.00006 -179.998
6907.22 30.0001 0.00110017 2 90 2 90 0.00013057 61.9284 5.81144e-05 -97.5935 3.00006 -179.998
6917.23 30.0001 0.00109857 2 90 2 90 0.000130381 61.9284 5.80303e-05 -97.5935 3.00006 -179.998
6927.23 30.0001 0.00109699 2 90 2 90 0.000130192 61.9284 5.79464e-05 -97.5935 3.00006 -179.998
6937.24 30.0001 0.0010954 2 90 2 90 0.000130004 61.9284 5.78628e-05 -97.5935 3.00006 -179.998
6947.25 30.0001 0.00109383 2 90 2 90 0.000129817 61.9284 5.77795e-05 -97.5935 3.00006 -179.998
6957.26 30.0001 0.00109225 2 90 2 90 0.00012963 61.9284 5.76963e-05 -97.5936 3.00006 -179.998
6967.27 30.0001 0.00109068 2 90 2 90 0.000129444 61.9284 5.76135e-05 -97.5936 3.00006 -179.998
6977.28 30.0001 0.00108912 2 90 2 90 0.000129259 61.9284 5.75308e-05 -97.5936 3.00006 -179.998
6987.29 30.0001 0.00108756 2 90 2 90 0.000129073 61.9284 5.74484e-05 -97.5936 3.00006 -179.998
6997.3 30.0001 0.001086 2 90 2 90 0.000128889 61.9284 5.73662e-05 -97.5936 3.00006 -179.998
7007.31 30.0001 0.00108445 2 90 2 90 0.000128705 61.9284 5.72843e-05 -97.5936 3.00006 -179.998
7017.32 30.0001 0.00108291 2 90 2 90 0.000128521 61.9284 5.72026e-05 -97.5936 3.00006 -179.998
7027.32 30.0001 0.00108136 2 90 2 90 0.000128338 61.9284 5.71211e-05 -97.5936 3.00006 -179.998
7037.33 30.0001 0.00107983 2 90 2 90 0.000128155 61.9284 5.70399e-05 -97.5936 3.00006 -179.998
7047.34 30.0001 0.00107829 2 90 2 90 0.000127973 61.9284 5.69589e-05 -97.5936 3.00006 -179.998
7057.35 30.0001 0.00107676 2 90 2 90 0.000127792 61.9284 5.68781e-05 -97.5936 3.00006 -179.998
7067.36 30.0001 0.00107524 2 90 2 90 0.000127611 61.9284 5.67975e-05 -97.5936 3.00006 -179.998
7077.37 30.0001 0.00107372 2 90 2 90 0.000127431 61.9284 5.67172e-05 -97.5936 3.00006 -179.998
7087.38 30.0001 0.0010722 2 90 2 90 0.000127251 61.9284 5.66371e-05 -97.5936 3.00006 -179.998
7097.39 30.0001 0.00107069 2 90 2 90 0.000127071 61.9284 5.65572e-05 -97.5936 3.00006 -179.998
7107.4 30.0001 0.00106918 2 90 2 90 0.000126892 61.9284 5.64776e-05 -97.5936 3.00006 -179.998
7117.41 30.0001 0.00106768 2 90 2 90 0.000126714 61.9284 5.63982e-05 -97.5936 3.00006 -179.998
7127.41 30.0001 0.00106618 2 90 2 90 0.000126536 61.9284 5.6319e-05 -97.5936 3.00006 -179.998
7137.42 30.0001 0.00106468 2 90 2 90 0.000126358 61.9284 5.624e-05 -97.5936 3.00006 -179.998
7147.43 30.0001 0.00106319 2 90 2 90 0.000126181 61.9284 5.61612e-05 -97.5936 3.00006 -179.998
7157.44 30.0001 0.0010617 2 90 2 90 0.000126005 61.9284 5.60827e-05 -97.5936 3.00006 -179.998
7167.45 30.0001 0.00106022 2 90 2 90 0.000125829 61.9284 5.60044e-05 -97.5936 3.00006 -179.998
7177.46 30.0001 0.00105874 2 90 2 90 0.000125653 61.9284 5.59263e-05 -97.5936 3.00006 -179.998
7187.47 30.0001 0.00105727 2 90 2 90 0.000125479 61.9284 5.58484e-05 -97.5936 3.00006 -179.998
