f 1m 1f 2m 2f 3m 3f jL0301m jL0301f jV0200m jV0200f 
7587.83 1 90.0012 1 90 4.39952e-10 -89.9988 2.0975e-05 -179.999 2.0975e-05 -179.999
7597.84 1 90.0012 1 90 4.38794e-10 -89.9988 2.09474e-05 -179.999 2.09474e-05 -179.999
7607.85 1 90.0012 1 90 4.3764e-10 -89.9988 2.09198e-05 -179.999 2.09198e-05 -179.999
7617.86 1 90.0012 1 90 4.3649e-10 -89.9988 2.08924e-05 -179.999 2.08924e-05 -179.999
7627.86 1 90.0012 1 90 4.35346e-10 -89.9988 2.08649e-05 -179.999 2.08649e-05 -179.999
7637.87 1 90.0012 1 90 4.34205e-10 -89.9988 2.08376e-05 -179.999 2.08376e-05 -179.999
7647.88 1 90.0012 1 90 4.3307e-10 -89.9988 2.08103e-05 -179.999 2.08103e-05 -179.999
7657.89 1 90.0012 1 90 4.31938e-10 -89.9988 2.07831e-05 -179.999 2.07831e-05 -179.999
7667.9 1 90.0012 1 90 4.30811e-10 -89.9988 2.0756e-05 -179.999 2.0756e-05 -179.999
7677.91 1 90.0012 1 90 4.29689e-10 -89.9988 2.07289e-05 -179.999 2.07289e-05 -179.999
7687.92 1 90.0012 1 90 4.28571e-10 -89.9988 2.0702e-05 -179.999 2.0702e-05 -179.999
7697.93 1 90.0012 1 90 4.27457e-10 -89.9988 2.0675e-05 -179.999 2.0675e-05 -179.999
7707.94 1 90.0012 1 90 4.26348e-10 -89.9988 2.06482e-05 -179.999 2.06482e-05 -179.999
7717.95 1 90.0012 1 90 4.25243e-10 -89.9988 2.06214e-05 -179.999 2.06214e-05 -179.999
7727.95 1 90.0012 1 90 4.24142e-10 -89.9988 2.05947e-05 -179.999 2.05947e-05 -179.999
7737.96 1 90.0012 1 90 4.23045e-10 -89.9988 2.05681e-05 -179.999 2.05681e-05 -179.999
7747.97 1 90.0012 1 90 4.21953e-10 -89.9988 2.05415e-05 -179.999 2.05415e-05 -179.999
7757.98 1 90.0012 1 90 4.20865e-10 -89.9988 2.0515e-05 -179.999 2.0515e-05 -179.999
7767.99 1 90.0012 1 90 4.19781e-10 -89.9988 2.04886e-05 -179.999 2.04886e-05 -179.999
7778 1 90.0012 1 90 4.18701e-10 -89.9988 2.04622e-05 -179.999 2.04622e-05 -179.999
7788.01 1 90.0012 1 90 4.17626e-10 -89.9988 2.04359e-05 -179.999 2.04359e-05 -179.999
7798.02 1 90.0012 1 90 4.16554e-10 -89.9988 2.04097e-05 -179.999 2.04097e-05 -179.999
7808.03 1 90.0012 1 90 4.15487e-10 -89.9988 2.03835e-05 -179.999 2.03835e-05 -179.999
7818.04 1 90.0012 1 90 4.14424e-10 -89.9988 2.03574e-05 -179.999 2.03574e-05 -179.999
7828.05 1 90.0012 1 90 4.13365e-10 -89.9988 2.03314e-05 -179.999 2.03314e-05 -179.999
7838.05 1 90.0012 1 90 4.1231e-10 -89.9988 2.03054e-05 -179.999 2.03054e-05 -179.999
7848.06 1 90.0012 1 90 4.11259e-10 -89.9988 2.02795e-05 -179.999 2.02795e-05 -179.999
7858.07 1 90.0012 1 90 4.10212e-10 -89.9988 2.02537e-05 -179.999 2.02537e-05 -179.999
7868.08 1 90.0012 1 90 4.09169e-10 -89.9988 2.02279e-05 -179.999 2.02279e-05 -179.999
7878.09 1 90.0012 1 90 4.0813e-10 -89.9988 2.02022e-05 -179.999 2.02022e-05 -179.999
7888.1 1 90.0012 1 90 4.07095e-10 -89.9988 2.01766e-05 -179.999 2.01766e-05 -179.999
7898.11 1 90.0012 1 90 4.06064e-10 -89.9988 2.0151e-05 -179.999 2.0151e-05 -179.999
7908.12 1 90.0012 1 90 4.05036e-10 -89.9988 2.01255e-05 -179.999 2.01255e-05 -179.999
7918.13 1 90.0012 1 90 4.04013e-10 -89.9988 2.01001e-05 -179.999 2.01001e-05 -179.999
7928.14 1 90.0012 1 90 4.02994e-10 -89.9988 2.00747e-05 -179.999 2.00747e-05 -179.999
7938.14 1 90.0011 1 90 4.01978e-10 -89.9989 2.00494e-05 -179.999 2.00494e-05 -179.999
7948.15 1 90.0011 1 90 4.00966e-10 -89.9989 2.00241e-05 -179.999 2.00241e-05 -179.999
7958.16 1 90.0011 1 90 3.99958e-10 -89.9989 1.9999e-05 -179.999 1.9999e-05 -179.999
7968.17 1 90.0011 1 90 3.98954e-10 -89.9989 1.99738e-05 -179.999 1.99738e-05 -179.999
7978.18 1 90.0011 1 90 3.97954e-10 -89.9989 1.99488e-05 -179.999 1.99488e-05 -179.999
7988.19 1 90.0011 1 90 3.96957e-10 -89.9989 1.99238e-05 -179.999 1.99238e-05 -179.999
7998.2 1 90.0011 1 90 3.95964e-10 -89.9989 1.98988e-05 -179.999 1.98988e-05 -179.999
8008.21 1 90.0011 1 90 3.94975e-10 -89.9989 1.9874e-05 -179.999 1.9874e-05 -179.999
8018.22 1 90.0011 1 90 3.9399e-10 -89.9989 1.98492e-05 -179.999 1.98492e-05 -179.999
8028.23 1 90.0011 1 90 3.93008e-10 -89.9989 1.98244e-05 -179.999 1.98244e-05 -179.999
8038.23 1 90.0011 1 90 3.9203e-10 -89.9989 1.97997e-05 -179.999 1.97997e-05 -179.999
8048.24 1 90.0011 1 90 3.91055e-10 -89.9989 1.97751e-05 -179.999 1.97751e-05 -179.999
8058.25 1 90.0011 1 90 3.90084e-10 -89.9989 1.97506e-05 -179.999 1.97506e-05 -179.999
8068.26 1 90.0011 1 90 3.89117e-10 -89.9989 1.97261e-05 -179.999 1.97261e-05 -179.999
8078.27 1 90.0011 1 90 3.88153e-10 -89.9989 1.97016e-05 -179.999 1.97016e-05 -179.999
8088.28 1 90.0011 1 90 3.87193e-10 -89.9989 1.96772e-05 -179.999 1.96772e-05 -179.999
8098.29 1 90.0011 1 90 3.86237e-10 -89.9989 1.96529e-05 -179.999 1.96529e-05 -179.999
8108.3 1 90.0011 1 90 3.85284e-10 -89.9989 1.96287e-05 -179.999 1.96287e-05 -179.999
8118.31 1 90.0011 1 90 3.84335e-10 -89.9989 1.96045e-05 -179.999 1.96045e-05 -179.999
8128.32 1 90.0011 1 90 3.83389e-10 -89.9989 1.95803e-05 -179.999 1.95803e-05 -179.999
8138.32 1 90.0011 1 90 3.82446e-10 -89.9989 1.95562e-05 -179.999 1.95562e-05 -179.999
8148.33 1 90.0011 1 90 3.81507e-10 -89.9989 1.95322e-05 -179.999 1.95322e-05 -179.999
8158.34 1 90.0011 1 90 3.80572e-10 -89.9989 1.95082e-05 -179.999 1.95082e-05 -179.999
8168.35 1 90.0011 1 90 3.7964e-10 -89.9989 1.94843e-05 -179.999 1.94843e-05 -179.999
8178.36 1 90.0011 1 90 3.78711e-10 -89.9989 1.94605e-05 -179.999 1.94605e-05 -179.999
8188.37 1 90.0011 1 90 3.77786e-10 -89.9989 1.94367e-05 -179.999 1.94367e-05 -179.999
8198.38 1 90.0011 1 90 3.76864e-10 -89.9989 1.9413e-05 -179.999 1.9413e-05 -179.999
8208.39 1 90.0011 1 90 3.75945e-10 -89.9989 1.93893e-05 -179.999 1.93893e-05 -179.999
8218.4 1 90.0011 1 90 3.7503e-10 -89.9989 1.93657e-05 -179.999 1.93657e-05 -179.999
8228.41 1 90.0011 1 90 3.74118e-10 -89.9989 1.93421e-05 -179.999 1.93421e-05 -179.999
8238.41 1 90.0011 1 90 3.7321e-10 -89.9989 1.93186e-05 -179.999 1.93186e-05 -179.999
8248.42 1 90.0011 1 90 3.72305e-10 -89.9989 1.92952e-05 -179.999 1.92952e-05 -179.999
8258.43 1 90.0011 1 90 3.71403e-10 -89.9989 1.92718e-05 -179.999 1.92718e-05 -179.999
8268.44 1 90.0011 1 90 3.70504e-10 -89.9989 1.92485e-05 -179.999 1.92485e-05 -179.999
8278.45 1 90.0011 1 90 3.69609e-10 -89.9989 1.92252e-05 -179.999 1.92252e-05 -179.999
8288.46 1 90.0011 1 90 3.68717e-10 -89.9989 1.9202e-05 -179.999 1.9202e-05 -179.999
8298.47 1 90.0011 1 90 3.67828e-10 -89.9989 1.91788e-05 -179.999 1.91788e-05 -179.999
8308.48 1 90.0011 1 90 3.66942e-10 -89.9989 1.91557e-05 -179.999 1.91557e-05 -179.999
8318.49 1 90.0011 1 90 3.66059e-10 -89.9989 1.91327e-05 -179.999 1.91327e-05 -179.999
8328.5 1 90.0011 1 90 3.6518e-10 -89.9989 1.91097e-05 -179.999 1.91097e-05 -179.999
8338.5 1 90.0011 1 90 3.64304e-10 -89.9989 1.90867e-05 -179.999 1.90867e-05 -179.999
8348.51 1 90.0011 1 90 3.63431e-10 -89.9989 1.90639e-05 -179.999 1.90639e-05 -179.999
8358.52 1 90.0011 1 90 3.62561e-10 -89.9989 1.9041e-05 -179.999 1.9041e-05 -179.999
8368.53 1 90.0011 1 90 3.61694e-10 -89.9989 1.90183e-05 -179.999 1.90183e-05 -179.999
8378.54 1 90.0011 1 90 3.60831e-10 -89.9989 1.89955e-05 -179.999 1.89955e-05 -179.999
8388.55 1 90.0011 1 90 3.5997e-10 -89.9989 1.89729e-05 -179.999 1.89729e-05 -179.999
8398.56 1 90.0011 1 90 3.59113e-10 -89.9989 1.89503e-05 -179.999 1.89503e-05 -179.999
8408.57 1 90.0011 1 90 3.58258e-10 -89.9989 1.89277e-05 -179.999 1.89277e-05 -179.999
8418.58 1 90.0011 1 90 3.57407e-10 -89.9989 1.89052e-05 -179.999 1.89052e-05 -179.999
8428.59 1 90.0011 1 90 3.56559e-10 -89.9989 1.88828e-05 -179.999 1.88828e-05 -179.999
8438.59 1 90.0011 1 90 3.55713e-10 -89.9989 1.88604e-05 -179.999 1.88604e-05 -179.999
8448.6 1 90.0011 1 90 3.54871e-10 -89.9989 1.8838e-05 -179.999 1.8838e-05 -179.999
8458.61 1 90.0011 1 90 3.54032e-10 -89.9989 1.88157e-05 -179.999 1.88157e-05 -179.999
8468.62 1 90.0011 1 90 3.53195e-10 -89.9989 1.87935e-05 -179.999 1.87935e-05 -179.999
8478.63 1 90.0011 1 90 3.52362e-10 -89.9989 1.87713e-05 -179.999 1.87713e-05 -179.999
8488.64 1 90.0011 1 90 3.51531e-10 -89.9989 1.87492e-05 -179.999 1.87492e-05 -179.999
8498.65 1 90.0011 1 90 3.50704e-10 -89.9989 1.87271e-05 -179.999 1.87271e-05 -179.999
8508.66 1 90.0011 1 90 3.49879e-10 -89.9989 1.87051e-05 -179.999 1.87051e-05 -179.999
8518.67 1 90.0011 1 90 3.49058e-10 -89.9989 1.86831e-05 -179.999 1.86831e-05 -179.999
8528.68 1 90.0011 1 90 3.48239e-10 -89.9989 1.86612e-05 -179.999 1.86612e-05 -179.999
8538.68 1 90.0011 1 90 3.47423e-10 -89.9989 1.86393e-05 -179.999 1.86393e-05 -179.999
8548.69 1 90.0011 1 90 3.4661e-10 -89.9989 1.86175e-05 -179.999 1.86175e-05 -179.999
8558.7 1 90.0011 1 90 3.458e-10 -89.9989 1.85957e-05 -179.999 1.85957e-05 -179.999
8568.71 1 90.0011 1 90 3.44992e-10 -89.9989 1.8574e-05 -179.999 1.8574e-05 -179.999
8578.72 1 90.0011 1 90 3.44188e-10 -89.9989 1.85523e-05 -179.999 1.85523e-05 -179.999
8588.73 1 90.0011 1 90 3.43386e-10 -89.9989 1.85307e-05 -179.999 1.85307e-05 -179.999
8598.74 1 90.0011 1 90 3.42587e-10 -89.9989 1.85091e-05 -179.999 1.85091e-05 -179.999
8608.75 1 90.0011 1 90 3.41791e-10 -89.9989 1.84876e-05 -179.999 1.84876e-05 -179.999
8618.76 1 90.0011 1 90 3.40997e-10 -89.9989 1.84661e-05 -179.999 1.84661e-05 -179.999
8628.77 1 90.0011 1 90 3.40207e-10 -89.9989 1.84447e-05 -179.999 1.84447e-05 -179.999
8638.77 1 90.0011 1 90 3.39419e-10 -89.9989 1.84233e-05 -179.999 1.84233e-05 -179.999
8648.78 1 90.0011 1 90 3.38634e-10 -89.9989 1.8402e-05 -179.999 1.8402e-05 -179.999
8658.79 1 90.0011 1 90 3.37851e-10 -89.9989 1.83807e-05 -179.999 1.83807e-05 -179.999
8668.8 1 90.0011 1 90 3.37072e-10 -89.9989 1.83595e-05 -179.999 1.83595e-05 -179.999
8678.81 1 90.0011 1 90 3.36295e-10 -89.9989 1.83383e-05 -179.999 1.83383e-05 -179.999
8688.82 1 90.001 1 90 3.3552e-10 -89.999 1.83172e-05 -179.999 1.83172e-05 -179.999
8698.83 1 90.001 1 90 3.34749e-10 -89.999 1.82961e-05 -179.999 1.82961e-05 -179.999
8708.84 1 90.001 1 90 3.3398e-10 -89.999 1.82751e-05 -179.999 1.82751e-05 -179.999
8718.85 1 90.001 1 90 3.33213e-10 -89.999 1.82541e-05 -179.999 1.82541e-05 -179.999
8728.86 1 90.001 1 90 3.32449e-10 -89.999 1.82332e-05 -179.999 1.82332e-05 -179.999
8738.86 1 90.001 1 90 3.31688e-10 -89.999 1.82123e-05 -179.999 1.82123e-05 -179.999
8748.87 1 90.001 1 90 3.3093e-10 -89.999 1.81915e-05 -179.999 1.81915e-05 -179.999
8758.88 1 90.001 1 90 3.30174e-10 -89.999 1.81707e-05 -179.999 1.81707e-05 -179.999
8768.89 1 90.001 1 90 3.29421e-10 -89.999 1.81499e-05 -179.999 1.81499e-05 -179.999
8778.9 1 90.001 1 90 3.2867e-10 -89.999 1.81293e-05 -179.999 1.81293e-05 -179.999
8788.91 1 90.001 1 90 3.27922e-10 -89.999 1.81086e-05 -179.999 1.81086e-05 -179.999
8798.92 1 90.001 1 90 3.27176e-10 -89.999 1.8088e-05 -179.999 1.8088e-05 -179.999
8808.93 1 90.001 1 90 3.26433e-10 -89.999 1.80675e-05 -179.999 1.80675e-05 -179.999
8818.94 1 90.001 1 90 3.25693e-10 -89.999 1.8047e-05 -179.999 1.8047e-05 -179.999
8828.95 1 90.001 1 90 3.24954e-10 -89.999 1.80265e-05 -179.999 1.80265e-05 -179.999
8838.95 1 90.001 1 90 3.24219e-10 -89.999 1.80061e-05 -179.999 1.80061e-05 -179.999
8848.96 1 90.001 1 90 3.23486e-10 -89.999 1.79857e-05 -179.999 1.79857e-05 -179.999
8858.97 1 90.001 1 90 3.22755e-10 -89.999 1.79654e-05 -179.999 1.79654e-05 -179.999
8868.98 1 90.001 1 90 3.22027e-10 -89.999 1.79451e-05 -179.999 1.79451e-05 -179.999
8878.99 1 90.001 1 90 3.21302e-10 -89.999 1.79249e-05 -179.999 1.79249e-05 -179.999
8889 1 90.001 1 90 3.20579e-10 -89.999 1.79047e-05 -179.999 1.79047e-05 -179.999
8899.01 1 90.001 1 90 3.19858e-10 -89.999 1.78846e-05 -179.999 1.78846e-05 -179.999
8909.02 1 90.001 1 90 3.1914e-10 -89.999 1.78645e-05 -179.999 1.78645e-05 -179.999
8919.03 1 90.001 1 90 3.18424e-10 -89.999 1.78444e-05 -179.999 1.78444e-05 -179.999
8929.04 1 90.001 1 90 3.1771e-10 -89.999 1.78244e-05 -179.999 1.78244e-05 -179.999
8939.05 1 90.001 1 90 3.16999e-10 -89.999 1.78045e-05 -179.999 1.78045e-05 -179.999
8949.05 1 90.001 1 90 3.1629e-10 -89.999 1.77846e-05 -179.999 1.77846e-05 -179.999
8959.06 1 90.001 1 90 3.15584e-10 -89.999 1.77647e-05 -179.999 1.77647e-05 -179.999
8969.07 1 90.001 1 90 3.1488e-10 -89.999 1.77449e-05 -179.999 1.77449e-05 -179.999
8979.08 1 90.001 1 90 3.14179e-10 -89.999 1.77251e-05 -179.999 1.77251e-05 -179.999
8989.09 1 90.001 1 90 3.13479e-10 -89.999 1.77053e-05 -179.999 1.77053e-05 -179.999
8999.1 1 90.001 1 90 3.12782e-10 -89.999 1.76857e-05 -179.999 1.76857e-05 -179.999
9009.11 1 90.001 1 90 3.12088e-10 -89.999 1.7666e-05 -179.999 1.7666e-05 -179.999
9019.12 1 90.001 1 90 3.11395e-10 -89.999 1.76464e-05 -179.999 1.76464e-05 -179.999
9029.13 1 90.001 1 90 3.10705e-10 -89.999 1.76268e-05 -179.999 1.76268e-05 -179.999
9039.14 1 90.001 1 90 3.10018e-10 -89.999 1.76073e-05 -179.999 1.76073e-05 -179.999
9049.14 1 90.001 1 90 3.09332e-10 -89.999 1.75878e-05 -179.999 1.75878e-05 -179.999
9059.15 1 90.001 1 90 3.08649e-10 -89.999 1.75684e-05 -179.999 1.75684e-05 -179.999
9069.16 1 90.001 1 90 3.07968e-10 -89.999 1.7549e-05 -179.999 1.7549e-05 -179.999
9079.17 1 90.001 1 90 3.0729e-10 -89.999 1.75297e-05 -179.999 1.75297e-05 -179.999
9089.18 1 90.001 1 90 3.06613e-10 -89.999 1.75104e-05 -179.999 1.75104e-05 -179.999
9099.19 1 90.001 1 90 3.05939e-10 -89.999 1.74911e-05 -179.999 1.74911e-05 -179.999
9109.2 1 90.001 1 90 3.05267e-10 -89.999 1.74719e-05 -179.999 1.74719e-05 -179.999
9119.21 1 90.001 1 90 3.04597e-10 -89.999 1.74527e-05 -179.999 1.74527e-05 -179.999
9129.22 1 90.001 1 90 3.0393e-10 -89.999 1.74336e-05 -179.999 1.74336e-05 -179.999
9139.23 1 90.001 1 90 3.03264e-10 -89.999 1.74145e-05 -179.999 1.74145e-05 -179.999
9149.23 1 90.001 1 90 3.02601e-10 -89.999 1.73954e-05 -179.999 1.73954e-05 -179.999
9159.24 1 90.001 1 90 3.0194e-10 -89.999 1.73764e-05 -179.999 1.73764e-05 -179.999
9169.25 1 90.001 1 90 3.01281e-10 -89.999 1.73575e-05 -179.999 1.73575e-05 -179.999
9179.26 1 90.001 1 90 3.00625e-10 -89.999 1.73385e-05 -179.999 1.73385e-05 -179.999
9189.27 1 90.001 1 90 2.9997e-10 -89.999 1.73196e-05 -179.999 1.73196e-05 -179.999
9199.28 1 90.001 1 90 2.99318e-10 -89.999 1.73008e-05 -179.999 1.73008e-05 -179.999
9209.29 1 90.001 1 90 2.98668e-10 -89.999 1.7282e-05 -179.999 1.7282e-05 -179.999
9219.3 1 90.001 1 90 2.98019e-10 -89.999 1.72632e-05 -179.999 1.72632e-05 -179.999
9229.31 1 90.001 1 90 2.97373e-10 -89.999 1.72445e-05 -179.999 1.72445e-05 -179.999
9239.32 1 90.001 1 90 2.96729e-10 -89.999 1.72258e-05 -179.999 1.72258e-05 -179.999
9249.32 1 90.001 1 90 2.96088e-10 -89.999 1.72072e-05 -179.999 1.72072e-05 -179.999
9259.33 1 90.001 1 90 2.95448e-10 -89.999 1.71886e-05 -179.999 1.71886e-05 -179.999
9269.34 1 90.001 1 90 2.9481e-10 -89.999 1.717e-05 -179.999 1.717e-05 -179.999
9279.35 1 90.001 1 90 2.94175e-10 -89.999 1.71515e-05 -179.999 1.71515e-05 -179.999
9289.36 1 90.001 1 90 2.93541e-10 -89.999 1.7133e-05 -179.999 1.7133e-05 -179.999
9299.37 1 90.001 1 90 2.92909e-10 -89.999 1.71146e-05 -179.999 1.71146e-05 -179.999
9309.38 1 90.001 1 90 2.9228e-10 -89.999 1.70962e-05 -179.999 1.70962e-05 -179.999
9319.39 1 90.001 1 90 2.91652e-10 -89.999 1.70778e-05 -179.999 1.70778e-05 -179.999
9329.4 1 90.001 1 90 2.91027e-10 -89.999 1.70595e-05 -179.999 1.70595e-05 -179.999
9339.41 1 90.001 1 90 2.90403e-10 -89.999 1.70412e-05 -179.999 1.70412e-05 -179.999
9349.41 1 90.001 1 90 2.89782e-10 -89.999 1.7023e-05 -179.999 1.7023e-05 -179.999
9359.42 1 90.001 1 90 2.89163e-10 -89.999 1.70048e-05 -179.999 1.70048e-05 -179.999
9369.43 1 90.001 1 90 2.88545e-10 -89.999 1.69866e-05 -179.999 1.69866e-05 -179.999
9379.44 1 90.001 1 90 2.8793e-10 -89.999 1.69685e-05 -179.999 1.69685e-05 -179.999
9389.45 1 90.001 1 90 2.87316e-10 -89.999 1.69504e-05 -179.999 1.69504e-05 -179.999
9399.46 1 90.001 1 90 2.86704e-10 -89.999 1.69324e-05 -179.999 1.69324e-05 -179.999
9409.47 1 90.001 1 90 2.86095e-10 -89.999 1.69143e-05 -179.999 1.69143e-05 -179.999
9419.48 1 90.001 1 90 2.85487e-10 -89.999 1.68964e-05 -179.999 1.68964e-05 -179.999
9429.49 1 90.001 1 90 2.84881e-10 -89.999 1.68784e-05 -179.999 1.68784e-05 -179.999
9439.5 1 90.001 1 90 2.84278e-10 -89.999 1.68605e-05 -179.999 1.68605e-05 -179.999
9449.5 1 90.001 1 90 2.83676e-10 -89.999 1.68427e-05 -179.999 1.68427e-05 -179.999
9459.51 1 90.001 1 90 2.83076e-10 -89.999 1.68249e-05 -179.999 1.68249e-05 -179.999
9469.52 1 90.001 1 90 2.82478e-10 -89.999 1.68071e-05 -179.999 1.68071e-05 -179.999
9479.53 1 90.001 1 90 2.81881e-10 -89.999 1.67893e-05 -179.999 1.67893e-05 -179.999
9489.54 1 90.001 1 90 2.81287e-10 -89.999 1.67716e-05 -179.999 1.67716e-05 -179.999
9499.55 1 90.001 1 90 2.80695e-10 -89.999 1.67539e-05 -179.999 1.67539e-05 -179.999
9509.56 1 90.001 1 90 2.80104e-10 -89.999 1.67363e-05 -179.999 1.67363e-05 -179.999
9519.57 1 90.001 1 90 2.79515e-10 -89.999 1.67187e-05 -179.999 1.67187e-05 -179.999
9529.58 1 90.001 1 90 2.78929e-10 -89.999 1.67012e-05 -179.999 1.67012e-05 -179.999
9539.59 1 90.001 1 90 2.78344e-10 -89.999 1.66836e-05 -179.999 1.66836e-05 -179.999
9549.59 1 90.001 1 90 2.7776e-10 -89.999 1.66661e-05 -179.999 1.66661e-05 -179.999
9559.6 1 90.001 1 90 2.77179e-10 -89.999 1.66487e-05 -179.999 1.66487e-05 -179.999
9569.61 1 90.001 1 90 2.766e-10 -89.999 1.66313e-05 -179.999 1.66313e-05 -179.999
9579.62 1 90.001 1 90 2.76022e-10 -89.999 1.66139e-05 -179.999 1.66139e-05 -179.999
9589.63 1 90.001 1 90 2.75446e-10 -89.999 1.65966e-05 -179.999 1.65966e-05 -179.999
9599.64 1 90.0009 1 90 2.74872e-10 -89.9991 1.65793e-05 -179.999 1.65793e-05 -179.999
9609.65 1 90.0009 1 90 2.743e-10 -89.9991 1.6562e-05 -179.999 1.6562e-05 -179.999
9619.66 1 90.0009 1 90 2.73729e-10 -89.9991 1.65448e-05 -179.999 1.65448e-05 -179.999
9629.67 1 90.0009 1 90 2.7316e-10 -89.9991 1.65276e-05 -179.999 1.65276e-05 -179.999
9639.68 1 90.0009 1 90 2.72593e-10 -89.9991 1.65104e-05 -179.999 1.65104e-05 -179.999
9649.68 1 90.0009 1 90 2.72028e-10 -89.9991 1.64933e-05 -179.999 1.64933e-05 -179.999
9659.69 1 90.0009 1 90 2.71465e-10 -89.9991 1.64762e-05 -179.999 1.64762e-05 -179.999
9669.7 1 90.0009 1 90 2.70903e-10 -89.9991 1.64591e-05 -179.999 1.64591e-05 -179.999
9679.71 1 90.0009 1 90 2.70343e-10 -89.9991 1.64421e-05 -179.999 1.64421e-05 -179.999
9689.72 1 90.0009 1 90 2.69785e-10 -89.9991 1.64251e-05 -179.999 1.64251e-05 -179.999
9699.73 1 90.0009 1 90 2.69228e-10 -89.9991 1.64082e-05 -179.999 1.64082e-05 -179.999
9709.74 1 90.0009 1 90 2.68674e-10 -89.9991 1.63913e-05 -179.999 1.63913e-05 -179.999
9719.75 1 90.0009 1 90 2.68121e-10 -89.9991 1.63744e-05 -179.999 1.63744e-05 -179.999
9729.76 1 90.0009 1 90 2.67569e-10 -89.9991 1.63575e-05 -179.999 1.63575e-05 -179.999
9739.77 1 90.0009 1 90 2.6702e-10 -89.9991 1.63407e-05 -179.999 1.63407e-05 -179.999
9749.77 1 90.0009 1 90 2.66472e-10 -89.9991 1.6324e-05 -179.999 1.6324e-05 -179.999
9759.78 1 90.0009 1 90 2.65925e-10 -89.9991 1.63072e-05 -179.999 1.63072e-05 -179.999
9769.79 1 90.0009 1 90 2.65381e-10 -89.9991 1.62905e-05 -179.999 1.62905e-05 -179.999
9779.8 1 90.0009 1 90 2.64838e-10 -89.9991 1.62738e-05 -179.999 1.62738e-05 -179.999
9789.81 1 90.0009 1 90 2.64297e-10 -89.9991 1.62572e-05 -179.999 1.62572e-05 -179.999
9799.82 1 90.0009 1 90 2.63757e-10 -89.9991 1.62406e-05 -179.999 1.62406e-05 -179.999
9809.83 1 90.0009 1 90 2.63219e-10 -89.9991 1.6224e-05 -179.999 1.6224e-05 -179.999
9819.84 1 90.0009 1 90 2.62683e-10 -89.9991 1.62075e-05 -179.999 1.62075e-05 -179.999
9829.85 1 90.0009 1 90 2.62148e-10 -89.9991 1.6191e-05 -179.999 1.6191e-05 -179.999
9839.86 1 90.0009 1 90 2.61615e-10 -89.9991 1.61745e-05 -179.999 1.61745e-05 -179.999
9849.86 1 90.0009 1 90 2.61084e-10 -89.9991 1.61581e-05 -179.999 1.61581e-05 -179.999
9859.87 1 90.0009 1 90 2.60554e-10 -89.9991 1.61417e-05 -179.999 1.61417e-05 -179.999
9869.88 1 90.0009 1 90 2.60026e-10 -89.9991 1.61253e-05 -179.999 1.61253e-05 -179.999
9879.89 1 90.0009 1 90 2.59499e-10 -89.9991 1.6109e-05 -179.999 1.6109e-05 -179.999
9889.9 1 90.0009 1 90 2.58974e-10 -89.9991 1.60927e-05 -179.999 1.60927e-05 -179.999
9899.91 1 90.0009 1 90 2.58451e-10 -89.9991 1.60764e-05 -179.999 1.60764e-05 -179.999
9909.92 1 90.0009 1 90 2.57929e-10 -89.9991 1.60602e-05 -179.999 1.60602e-05 -179.999
9919.93 1 90.0009 1 90 2.57409e-10 -89.9991 1.6044e-05 -179.999 1.6044e-05 -179.999
9929.94 1 90.0009 1 90 2.5689e-10 -89.9991 1.60278e-05 -179.999 1.60278e-05 -179.999
9939.95 1 90.0009 1 90 2.56373e-10 -89.9991 1.60117e-05 -179.999 1.60117e-05 -179.999
9949.95 1 90.0009 1 90 2.55857e-10 -89.9991 1.59955e-05 -179.999 1.59955e-05 -179.999
9959.96 1 90.0009 1 90 2.55343e-10 -89.9991 1.59795e-05 -179.999 1.59795e-05 -179.999
9969.97 1 90.0009 1 90 2.54831e-10 -89.9991 1.59634e-05 -179.999 1.59634e-05 -179.999
9979.98 1 90.0009 1 90 2.5432e-10 -89.9991 1.59474e-05 -179.999 1.59474e-05 -179.999
9989.99 1 90.0009 1 90 2.53811e-10 -89.9991 1.59314e-05 -179.999 1.59314e-05 -179.999
10000 1 90.0009 1 90 2.53303e-10 -89.9991 1.59155e-05 -179.999 1.59155e-05 -179.999
