           t	          E1	          E2	          E3	          E4	     J_V0300	     J_V0400	
       0.223	      0.0005	    0.000999	           2	        1.69	          -1	           0	
       0.223	      0.0005	    0.000999	           2	        1.66	          -1	           0	
       0.224	      0.0005	    0.000999	           2	        1.63	          -1	           0	
       0.224	      0.0005	    0.000999	           2	         1.6	          -1	           0	
       0.225	      0.0005	    0.000999	           2	        1.57	          -1	           0	
       0.225	      0.0005	    0.000999	           2	        1.55	          -1	           0	
       0.226	      0.0005	    0.000999	           2	        1.52	          -1	           0	
       0.226	      0.0005	    0.000999	           2	        1.49	          -1	           0	
       0.227	      0.0005	    0.000999	           2	        1.46	          -1	           0	
       0.227	      0.0005	    0.000999	           2	        1.43	          -1	           0	
       0.228	      0.0005	    0.000999	           2	        1.39	          -1	           0	
       0.228	      0.0005	    0.000999	           2	        1.36	          -1	           0	
       0.229	      0.0005	    0.000999	           2	        1.33	          -1	           0	
       0.229	      0.0005	    0.000999	           2	         1.3	          -1	           0	
        0.23	      0.0005	    0.000999	           2	        1.27	          -1	           0	
        0.23	      0.0005	    0.000999	           2	        1.24	          -1	           0	
       0.231	      0.0005	    0.000999	           2	        1.21	          -1	           0	
       0.231	      0.0005	    0.000999	           2	        1.18	          -1	           0	
       0.232	      0.0005	    0.000999	           2	        1.15	          -1	           0	
       0.232	      0.0005	    0.000999	           2	        1.12	          -1	           0	
       0.233	      0.0005	    0.000999	           2	        1.09	          -1	           0	
       0.233	      0.0005	    0.000999	           2	        1.06	          -1	           0	
       0.234	      0.0005	    0.000999	           2	        1.03	          -1	           0	
       0.234	      0.0005	    0.000999	           2	       0.999	          -1	           0	
       0.235	         0.5	           1	           2	       0.968	        -0.5	           0	
       0.235	         0.5	           1	           2	       0.937	        -0.5	           0	
       0.236	         0.5	           1	           2	       0.906	        -0.5	           0	
       0.236	         0.5	           1	           2	       0.875	        -0.5	           0	
       0.237	         0.5	           1	           2	       0.844	        -0.5	           0	
       0.237	         0.5	           1	           2	       0.813	        -0.5	           0	
       0.238	         0.5	           1	           2	       0.782	        -0.5	           0	
       0.238	         0.5	           1	           2	       0.751	        -0.5	           0	
       0.239	         0.5	           1	           2	        0.72	        -0.5	           0	
       0.239	         0.5	           1	           2	       0.689	        -0.5	           0	
        0.24	         0.5	           1	           2	       0.658	        -0.5	           0	
        0.24	         0.5	           1	           2	       0.627	        -0.5	           0	
        0.24	         0.5	           1	           2	       0.595	        -0.5	           0	
       0.241	         0.5	           1	           2	       0.564	        -0.5	           0	
       0.241	         0.5	           1	           2	       0.533	        -0.5	           0	
       0.242	         0.5	           1	           2	       0.502	        -0.5	           0	
       0.242	         0.5	           1	           2	       0.471	        -0.5	           0	
       0.243	         0.5	           1	           2	       0.439	        -0.5	           0	
       0.243	         0.5	           1	           2	       0.408	        -0.5	           0	
       0.244	         0.5	           1	           2	       0.377	        -0.5	           0	
